account_id,value_group,account_value,event_month,offer_live,months_since_launch,tenure_months,product_count,churned_within_window,true_effect_prob
D006746,high,17095.21,0,0,,39.9,1,0,0.0
D006747,low,2128.45,23,0,,110.6,5,0,0.0
D006748,high,6626.13,2,0,,41.6,1,1,0.0
D006749,high,5188.49,0,0,,68.6,4,0,0.0
D006750,high,41190.98,5,0,,52.4,2,0,0.0
D006751,low,1769.16,2,0,,122.7,1,0,0.0
D006752,low,4265.24,1,0,,54.9,3,0,0.0
D006753,high,14495.25,3,0,,38.8,4,0,0.0
D006754,low,4232.61,23,0,,50.6,4,0,0.0
D006755,high,6997.27,18,1,6.0,108.1,2,0,-0.039359
D006756,high,18456.72,22,1,10.0,121.1,4,0,-0.046934
D006757,low,1432.34,11,0,,53.5,1,0,0.0
D006758,low,3256.52,8,0,,15.6,4,1,0.0
D006759,high,8850.04,20,1,8.0,13.7,2,0,-0.102251
D006760,low,4829.25,5,0,,70.9,1,0,0.0
D006761,low,312.39,23,0,,59.4,1,0,0.0
D006762,low,855.14,23,0,,43.8,1,1,0.0
D006763,high,15859.55,20,1,8.0,41.8,3,0,-0.042574
D006764,high,18229.39,13,1,1.0,31.6,2,0,-0.028336
D006765,high,31808.01,21,1,9.0,81.2,1,0,-0.039912
D006766,low,1050.73,2,0,,3.0,1,0,0.0
D006767,low,1239.94,7,0,,106.0,1,0,0.0
D006768,low,1409.07,14,0,,43.5,2,0,0.0
D006769,low,1534.7,16,0,,61.5,4,0,0.0
D006770,high,6228.04,21,1,9.0,41.9,2,0,-0.062176
D006771,low,3228.38,4,0,,108.1,2,0,0.0
D006772,high,53704.75,20,1,8.0,46.2,3,0,-0.080812
D006773,high,21042.24,13,1,1.0,22.0,1,0,-0.038033
D006774,low,4581.12,20,0,,107.7,1,0,0.0
D006775,high,7608.82,2,0,,22.0,2,1,0.0
D006776,high,6620.16,14,1,2.0,20.3,1,0,-0.061245
D006777,low,3544.55,18,0,,146.3,3,0,0.0
D006778,high,11798.41,15,1,3.0,37.7,4,0,-0.089463
D006779,high,6309.23,7,0,,139.8,3,1,0.0
D006780,high,9277.82,13,1,1.0,75.4,1,0,-0.043828
D006781,high,41372.14,22,1,10.0,123.8,2,0,-0.028338
D006782,low,723.89,22,0,,55.6,4,0,0.0
D006783,low,242.81,10,0,,83.4,3,0,0.0
D006784,low,3989.84,0,0,,70.1,3,0,0.0
D006785,low,3227.22,13,0,,66.8,3,0,0.0
D006786,low,4382.2,1,0,,83.3,1,0,0.0
D006787,low,3528.32,15,0,,73.6,4,0,0.0
D006788,high,22744.2,10,0,,40.8,4,0,0.0
D006789,high,27068.73,14,1,2.0,40.4,1,0,-0.064258
D006790,high,15359.29,19,1,7.0,21.2,4,0,-0.074039
D006791,low,4463.49,3,0,,79.9,2,0,0.0
D006792,high,21201.7,3,0,,109.7,5,0,0.0
D006793,high,35325.26,14,1,2.0,99.5,2,0,-0.047081
D006794,low,1449.74,9,0,,117.8,3,0,0.0
D006795,low,1223.1,11,0,,45.4,1,0,0.0
D006796,low,1281.1,17,0,,83.8,6,0,0.0
D006797,low,1316.33,11,0,,47.1,1,0,0.0
D006798,low,755.07,12,0,,64.5,2,0,0.0
D006799,low,778.55,6,0,,62.8,4,0,0.0
D006800,low,2126.77,3,0,,73.1,4,0,0.0
D006801,high,15286.3,11,0,,92.8,4,0,0.0
D006802,high,7363.76,19,1,7.0,94.0,2,0,-0.047758
D006803,high,5146.46,21,1,9.0,137.4,1,0,-0.050428
D006804,low,2327.63,12,0,,58.4,3,0,0.0
D006805,low,4430.86,13,0,,72.2,1,0,0.0
D006806,high,24804.66,9,0,,13.0,1,0,0.0
D006807,high,8646.04,5,0,,92.7,3,0,0.0
D006808,low,4195.49,13,0,,110.1,1,0,0.0
D006809,low,1517.96,19,0,,57.9,1,0,0.0
D006810,high,9284.47,4,0,,31.0,4,0,0.0
D006811,low,4151.08,13,0,,83.1,3,0,0.0
D006812,high,12485.08,19,1,7.0,242.0,2,0,-0.029489
D006813,high,5362.91,6,0,,161.5,3,0,0.0
D006814,low,2262.39,9,0,,3.2,5,0,0.0
D006815,high,52585.07,0,0,,25.4,1,0,0.0
D006816,low,708.57,14,0,,44.1,2,0,0.0
D006817,low,2200.35,17,0,,112.6,2,0,0.0
D006818,low,3468.08,5,0,,68.5,3,0,0.0
D006819,low,767.97,3,0,,46.4,2,0,0.0
D006820,low,309.05,4,0,,103.2,4,0,0.0
D006821,low,2189.13,9,0,,79.5,2,0,0.0
D006822,high,12306.14,3,0,,37.5,1,1,0.0
D006823,low,711.77,9,0,,48.5,2,0,0.0
D006824,high,10673.58,20,1,8.0,27.2,3,0,-0.106375
D006825,low,3898.66,11,0,,64.1,3,0,0.0
D006826,low,1137.82,6,0,,32.6,2,0,0.0
D006827,high,35383.09,3,0,,29.8,3,0,0.0
D006828,low,2901.34,3,0,,48.3,1,0,0.0
D006829,low,1232.45,5,0,,8.4,2,0,0.0
D006830,low,4209.44,3,0,,33.3,5,0,0.0
D006831,high,6885.15,22,1,10.0,212.1,1,0,-0.037692
D006832,high,20848.71,9,0,,16.8,1,0,0.0
D006833,low,344.2,12,0,,25.6,2,1,0.0
D006834,low,1191.73,16,0,,84.7,5,1,0.0
D006835,low,2138.18,8,0,,87.6,4,0,0.0
D006836,high,5251.56,22,1,10.0,24.2,2,0,-0.068721
D006837,low,4668.66,9,0,,24.2,2,0,0.0
D006838,high,7192.61,2,0,,25.7,3,0,0.0
D006839,low,1658.13,20,0,,41.6,4,0,0.0
D006840,high,5152.02,19,1,7.0,156.8,4,0,-0.03198
D006841,high,5608.86,11,0,,38.6,3,0,0.0
D006842,low,775.82,3,0,,26.3,1,1,0.0
D006843,high,6355.95,11,0,,39.4,4,0,0.0
D006844,high,9284.78,11,0,,38.6,2,0,0.0
D006845,low,4373.75,6,0,,112.6,1,0,0.0
D006846,low,3371.04,3,0,,28.8,3,1,0.0
D006847,high,7330.98,6,0,,67.3,3,0,0.0
D006848,low,2173.97,19,0,,13.7,2,0,0.0
D006849,high,9139.07,6,0,,38.5,3,0,0.0
D006850,low,2195.44,10,0,,63.9,3,0,0.0
D006851,high,5812.41,8,0,,27.3,3,0,0.0
D006852,low,4361.43,14,0,,54.5,1,0,0.0
D006853,high,31297.61,10,0,,77.6,3,0,0.0
D006854,high,17990.32,20,1,8.0,21.6,2,0,-0.08357
D006855,low,4104.95,15,0,,20.6,5,0,0.0
D006856,low,4258.83,15,0,,30.2,4,0,0.0
D006857,high,5588.61,5,0,,15.2,1,0,0.0
D006858,high,8943.43,3,0,,50.5,4,0,0.0
D006859,high,6088.01,17,1,5.0,26.4,2,0,-0.056478
D006860,low,1112.74,14,0,,32.1,1,0,0.0
D006861,high,17531.08,19,1,7.0,90.8,1,0,-0.047517
D006862,high,9193.14,10,0,,63.6,4,0,0.0
D006863,low,3880.15,11,0,,68.5,2,0,0.0
D006864,low,4502.51,14,0,,12.6,1,0,0.0
D006865,high,6104.35,18,1,6.0,18.5,4,0,-0.092826
D006866,low,3495.82,10,0,,12.5,6,0,0.0
D006867,low,4885.84,13,0,,99.3,4,1,0.0
D006868,high,5627.51,21,1,9.0,15.2,3,0,-0.070558
D006869,high,10737.03,8,0,,57.0,1,1,0.0
D006870,low,1074.99,21,0,,97.1,5,0,0.0
D006871,low,1299.5,10,0,,65.4,5,0,0.0
D006872,high,7114.36,12,1,0.0,154.0,2,0,0.0
D006873,low,4492.27,0,0,,75.5,3,0,0.0
D006874,low,2432.89,19,0,,75.9,3,0,0.0
D006875,high,60260.17,22,1,10.0,55.0,3,0,-0.047249
D006876,high,6643.78,17,1,5.0,80.9,3,0,-0.048296
D006877,high,6466.88,12,1,0.0,63.4,2,0,0.0
D006878,low,2686.33,14,0,,4.5,3,0,0.0
D006879,high,12032.69,14,1,2.0,63.7,2,1,-0.041238
D006880,low,1290.49,18,0,,56.0,3,0,0.0
D006881,low,2245.66,21,0,,93.6,1,0,0.0
D006882,high,11346.11,1,0,,51.6,1,0,0.0
D006883,high,8666.92,18,1,6.0,74.2,1,0,-0.05925
D006884,high,13316.27,8,0,,17.0,4,1,0.0
D006885,high,31239.08,19,1,7.0,105.4,2,0,-0.052668
D006886,low,2764.31,12,0,,62.8,4,0,0.0
D006887,high,19145.68,23,1,11.0,31.4,4,0,-0.044115
D006888,low,1969.05,21,0,,39.0,3,0,0.0
D006889,high,7998.41,18,1,6.0,30.6,3,0,-0.114972
D006890,low,1098.62,11,0,,13.2,2,0,0.0
D006891,low,2460.96,19,0,,18.7,2,1,0.0
D006892,high,6251.63,7,0,,52.8,4,0,0.0
D006893,high,30945.01,13,1,1.0,32.4,4,0,-0.036391
D006894,high,7922.37,1,0,,28.2,4,0,0.0
D006895,high,13064.45,7,0,,40.6,1,0,0.0
D006896,high,9457.27,0,0,,83.1,3,0,0.0
D006897,high,12917.31,2,0,,21.1,6,0,0.0
D006898,low,4828.31,7,0,,42.8,1,0,0.0
D006899,high,5447.75,4,0,,65.2,1,1,0.0
D006900,high,8157.7,18,1,6.0,11.6,2,0,-0.140253
D006901,low,2852.26,19,0,,27.7,1,0,0.0
D006902,high,5042.44,7,0,,18.2,3,0,0.0
D006903,high,59078.88,4,0,,55.8,5,1,0.0
D006904,high,58833.4,2,0,,57.1,3,0,0.0
D006905,low,3583.56,6,0,,161.4,4,0,0.0
D006906,low,1860.93,1,0,,26.2,5,0,0.0
D006907,high,89085.15,9,0,,28.6,1,0,0.0
D006908,low,744.51,7,0,,55.7,3,1,0.0
D006909,low,1705.33,21,0,,33.3,3,1,0.0
D006910,high,9789.26,1,0,,134.0,3,0,0.0
D006911,low,870.1,19,0,,28.5,2,0,0.0
D006912,low,4582.07,0,0,,39.5,5,0,0.0
D006913,high,16839.23,18,1,6.0,42.2,4,0,-0.081137
D006914,low,269.98,10,0,,173.7,4,0,0.0
D006915,high,10927.44,7,0,,8.6,3,0,0.0
D006916,low,1142.72,3,0,,179.7,2,0,0.0
D006917,low,282.73,9,0,,78.7,1,0,0.0
D006918,low,461.59,15,0,,32.1,1,1,0.0
D006919,high,7155.42,17,1,5.0,92.9,2,0,-0.074425
D006920,high,27887.11,22,1,10.0,42.6,3,0,-0.085718
D006921,low,1196.03,22,0,,37.9,4,0,0.0
D006922,low,4242.22,12,0,,34.4,3,0,0.0
D006923,high,6307.97,9,0,,83.2,2,0,0.0
D006924,low,2829.39,23,0,,29.7,4,0,0.0
D006925,low,457.82,14,0,,44.5,1,0,0.0
D006926,low,2041.75,14,0,,34.5,1,0,0.0
D006927,high,8574.05,14,1,2.0,67.4,3,0,-0.042271
D006928,high,8443.76,13,1,1.0,146.7,6,0,-0.021834
D006929,low,1373.33,16,0,,74.3,1,0,0.0
D006930,low,797.32,23,0,,54.1,2,0,0.0
D006931,high,16503.51,7,0,,41.0,3,0,0.0
D006932,high,6622.82,3,0,,26.9,2,0,0.0
D006933,high,17505.92,1,0,,90.1,1,0,0.0
D006934,low,1573.41,7,0,,91.7,1,0,0.0
D006935,low,1011.31,15,0,,96.4,1,1,0.0
D006936,high,7256.78,21,1,9.0,87.1,5,0,-0.03737
D006937,low,2663.48,16,0,,53.3,4,0,0.0
D006938,low,4328.44,19,0,,5.4,4,0,0.0
D006939,high,19265.16,12,1,0.0,102.5,2,0,0.0
D006940,high,5652.99,10,0,,30.1,3,0,0.0
D006941,high,15919.98,18,1,6.0,69.8,3,0,-0.065882
D006942,low,1476.21,17,0,,72.7,2,0,0.0
D006943,low,2269.01,9,0,,59.3,3,0,0.0
D006944,high,18468.74,10,0,,81.6,4,0,0.0
D006945,low,1495.63,22,0,,2.9,3,0,0.0
D006946,high,5516.53,2,0,,8.2,2,0,0.0
D006947,low,590.21,19,0,,130.0,5,0,0.0
D006948,high,10567.6,12,1,0.0,20.1,1,0,0.0
D006949,low,2340.83,23,0,,48.9,1,0,0.0
D006950,low,1167.87,16,0,,170.2,5,0,0.0
D006951,low,881.03,18,0,,13.1,5,0,0.0
D006952,high,5310.48,10,0,,19.7,1,0,0.0
D006953,low,3304.5,12,0,,73.7,2,0,0.0
D006954,high,32625.95,22,1,10.0,30.7,3,0,-0.077538
D006955,high,11473.17,11,0,,87.1,4,1,0.0
D006956,high,9545.47,23,1,11.0,105.3,4,0,-0.056935
D006957,high,5543.52,4,0,,61.8,1,0,0.0
D006958,low,3678.76,3,0,,21.7,4,0,0.0
D006959,low,4653.07,6,0,,9.3,1,0,0.0
D006960,high,13962.99,23,1,11.0,58.8,1,0,-0.039155
D006961,high,6378.04,19,1,7.0,81.4,3,0,-0.057174
D006962,low,586.5,2,0,,29.3,2,0,0.0
D006963,high,9436.6,11,0,,41.2,1,0,0.0
D006964,low,618.55,20,0,,41.5,4,0,0.0
D006965,high,21181.71,23,1,11.0,128.5,6,0,-0.042552
D006966,high,11680.67,0,0,,60.7,2,0,0.0
D006967,high,5281.37,21,1,9.0,19.3,4,0,-0.080249
D006968,low,3303.73,23,0,,117.0,4,1,0.0
D006969,high,23959.31,7,0,,24.2,1,0,0.0
D006970,low,931.67,12,0,,39.2,2,1,0.0
D006971,low,1326.2,4,0,,48.6,1,0,0.0
D006972,low,1708.48,5,0,,46.9,6,1,0.0
D006973,low,3189.81,16,0,,105.8,2,0,0.0
D006974,low,1905.71,16,0,,9.5,1,0,0.0
D006975,low,342.48,13,0,,18.4,1,0,0.0
D006976,low,3288.79,20,0,,26.9,5,0,0.0
D006977,low,1432.76,22,0,,53.0,1,0,0.0
D006978,high,9536.73,15,1,3.0,69.3,2,0,-0.033437
D006979,high,19587.52,0,0,,28.1,5,0,0.0
D006980,high,5567.27,4,0,,18.1,4,0,0.0
D006981,low,3268.73,16,0,,59.9,1,0,0.0
D006982,low,2277.67,9,0,,89.4,2,0,0.0
D006983,low,1879.99,20,0,,54.9,2,0,0.0
D006984,low,3241.4,7,0,,8.9,1,0,0.0
D006985,low,2930.07,17,0,,18.4,4,0,0.0
D006986,low,180.92,15,0,,75.7,2,0,0.0
D006987,high,11623.51,13,1,1.0,17.4,4,0,-0.034426
D006988,high,16630.5,2,0,,14.5,2,0,0.0
D006989,high,6694.63,1,0,,95.8,2,0,0.0
D006990,low,4346.33,8,0,,49.9,2,1,0.0
D006991,high,20629.44,14,1,2.0,45.8,6,0,-0.044076
D006992,high,14944.01,20,1,8.0,86.2,1,0,-0.036201
D006993,low,2117.26,2,0,,35.7,1,0,0.0
D006994,high,8013.26,9,0,,212.4,1,0,0.0
D006995,low,4528.53,15,0,,138.0,1,0,0.0
D006996,high,19303.45,23,1,11.0,28.6,4,0,-0.065296
D006997,high,35135.72,23,1,11.0,41.7,1,0,-0.07589
D006998,high,12505.14,15,1,3.0,22.4,4,0,-0.081387
D006999,low,3042.28,5,0,,55.4,1,1,0.0
D007000,low,585.43,16,0,,20.3,1,0,0.0
D007001,high,5243.96,8,0,,78.7,3,0,0.0
D007002,high,10210.07,10,0,,24.6,6,0,0.0
D007003,low,4185.31,14,0,,71.8,2,0,0.0
D007004,low,4423.63,12,0,,29.4,2,1,0.0
D007005,low,4363.46,21,0,,44.2,3,0,0.0
D007006,high,5236.18,4,0,,19.3,3,0,0.0
D007007,low,2442.27,17,0,,25.5,2,0,0.0
D007008,high,7632.59,21,1,9.0,36.8,3,0,-0.057248
D007009,high,8434.29,20,1,8.0,91.2,3,0,-0.022585
D007010,high,10456.36,19,1,7.0,66.7,1,0,-0.069025
D007011,high,11102.8,19,1,7.0,178.1,3,0,-0.027185
D007012,high,6457.36,7,0,,25.5,3,0,0.0
D007013,high,5801.03,15,1,3.0,41.9,1,0,-0.059423
D007014,low,2380.54,12,0,,60.6,3,0,0.0
D007015,low,2132.64,19,0,,58.2,1,0,0.0
D007016,high,6356.49,12,1,0.0,10.9,4,0,0.0
D007017,high,17489.26,16,1,4.0,95.4,4,0,-0.063801
D007018,high,16779.86,20,1,8.0,128.4,4,0,-0.033358
D007019,low,1807.49,16,0,,80.7,2,0,0.0
D007020,low,791.57,18,0,,126.8,5,0,0.0
D007021,high,8473.67,2,0,,49.9,2,1,0.0
D007022,low,4738.27,11,0,,77.2,2,0,0.0
D007023,high,6101.47,2,0,,93.6,1,0,0.0
D007024,low,2679.32,15,0,,80.9,1,0,0.0
D007025,high,5809.93,5,0,,37.7,3,1,0.0
D007026,high,34595.34,13,1,1.0,28.5,3,0,-0.03809
D007027,low,1008.48,9,0,,52.4,2,0,0.0
D007028,low,3529.69,11,0,,87.9,4,0,0.0
D007029,high,11650.97,2,0,,12.6,3,0,0.0
D007030,low,2835.44,1,0,,80.9,2,0,0.0
D007031,high,8552.37,1,0,,43.8,5,1,0.0
D007032,low,4082.08,22,0,,19.2,3,0,0.0
D007033,high,7718.0,4,0,,61.6,2,0,0.0
D007034,high,17757.31,5,0,,30.2,1,1,0.0
D007035,low,3415.79,1,0,,28.2,2,0,0.0
D007036,high,9243.32,10,0,,85.3,5,0,0.0
D007037,low,4550.48,18,0,,37.7,2,0,0.0
D007038,high,11535.49,4,0,,109.6,3,1,0.0
D007039,high,8646.13,15,1,3.0,79.3,2,1,-0.067901
D007040,high,20653.86,19,1,7.0,155.0,2,0,-0.032748
D007041,low,783.27,10,0,,132.8,4,0,0.0
D007042,low,1626.19,5,0,,22.7,3,1,0.0
D007043,low,930.56,9,0,,69.1,1,0,0.0
D007044,high,13595.21,20,1,8.0,113.9,5,0,-0.035963
D007045,low,2296.59,22,0,,84.1,2,1,0.0
D007046,low,922.3,5,0,,18.0,3,1,0.0
D007047,low,748.11,16,0,,55.7,3,0,0.0
D007048,high,18427.86,14,1,2.0,69.5,3,0,-0.059392
D007049,high,6753.85,21,1,9.0,124.6,4,0,-0.024027
D007050,low,1714.38,6,0,,143.1,3,0,0.0
D007051,low,636.36,20,0,,40.4,1,0,0.0
D007052,low,1796.78,10,0,,12.1,1,0,0.0
D007053,high,24619.51,20,1,8.0,19.2,6,0,-0.053227
D007054,high,33532.75,19,1,7.0,46.5,4,0,-0.062805
D007055,low,387.72,11,0,,38.4,3,0,0.0
D007056,high,7981.35,6,0,,32.5,6,0,0.0
D007057,high,5079.07,4,0,,25.6,1,0,0.0
D007058,low,461.71,22,0,,21.0,2,0,0.0
D007059,low,3827.26,2,0,,53.0,6,0,0.0
D007060,high,13085.27,17,1,5.0,59.4,2,0,-0.076101
D007061,high,18548.98,6,0,,78.4,2,0,0.0
D007062,high,9709.83,12,1,0.0,92.3,4,1,0.0
D007063,high,10192.5,5,0,,132.3,5,0,0.0
D007064,high,10546.77,17,1,5.0,49.9,1,0,-0.057983
D007065,low,1636.5,16,0,,72.7,1,1,0.0
D007066,low,2567.66,4,0,,68.9,3,0,0.0
D007067,low,2163.12,0,0,,83.0,4,0,0.0
D007068,high,12470.01,11,0,,51.0,3,0,0.0
D007069,high,6214.38,15,1,3.0,94.6,3,0,-0.054797
D007070,low,4219.01,13,0,,30.5,2,0,0.0
D007071,high,50812.99,17,1,5.0,47.5,3,0,-0.046167
D007072,high,5520.27,2,0,,7.1,4,0,0.0
D007073,high,38083.33,22,1,10.0,26.0,1,0,-0.105235
D007074,high,8197.11,2,0,,28.7,2,0,0.0
D007075,high,16191.61,9,0,,98.2,2,0,0.0
D007076,high,5853.7,18,1,6.0,21.0,2,0,-0.099474
D007077,low,3056.22,13,0,,8.7,3,0,0.0
D007078,high,9655.34,6,0,,50.7,3,0,0.0
D007079,high,14387.31,4,0,,35.5,3,0,0.0
D007080,low,3332.43,12,0,,62.9,3,0,0.0
D007081,low,1659.84,16,0,,34.2,3,0,0.0
D007082,high,6345.45,17,1,5.0,65.7,3,0,-0.031295
D007083,high,10915.09,0,0,,58.2,1,0,0.0
D007084,high,8374.34,19,1,7.0,133.1,4,0,-0.04781
D007085,high,17696.39,17,1,5.0,146.8,2,0,-0.033537
D007086,low,2521.28,15,0,,25.2,2,0,0.0
D007087,low,981.71,19,0,,46.9,1,0,0.0
D007088,low,492.26,0,0,,48.4,1,0,0.0
D007089,low,3880.63,17,0,,16.7,1,0,0.0
D007090,high,22826.27,7,0,,24.5,2,0,0.0
D007091,high,5469.77,17,1,5.0,42.5,1,0,-0.057416
D007092,low,5040.35,1,0,,20.5,3,0,0.0
D007093,low,1496.59,21,0,,140.1,2,0,0.0
D007094,high,10651.85,7,0,,109.0,2,1,0.0
D007095,high,30040.83,13,1,1.0,110.3,4,0,-0.022571
D007096,low,2774.31,6,0,,104.9,1,0,0.0
D007097,low,2665.24,7,0,,18.6,4,1,0.0
D007098,low,1094.53,16,0,,55.8,1,0,0.0
D007099,low,3600.0,18,0,,210.5,3,0,0.0
D007100,low,1692.11,0,0,,69.6,1,1,0.0
D007101,high,5957.07,0,0,,61.9,5,0,0.0
D007102,high,28121.29,7,0,,19.4,5,0,0.0
D007103,high,7888.06,16,1,4.0,65.5,4,0,-0.042261
D007104,high,9559.04,16,1,4.0,56.9,3,0,-0.062675
D007105,low,1438.2,3,0,,26.8,3,0,0.0
D007106,low,2430.37,10,0,,15.4,3,0,0.0
D007107,low,3239.54,14,0,,4.9,3,0,0.0
D007108,high,18738.77,8,0,,217.2,3,1,0.0
D007109,low,1844.44,22,0,,9.6,5,0,0.0
D007110,low,218.89,6,0,,116.0,1,0,0.0
D007111,high,7247.63,2,0,,4.5,4,0,0.0
D007112,low,1283.59,23,0,,11.1,1,0,0.0
D007113,low,3762.73,13,0,,53.1,1,0,0.0
D007114,low,2447.17,12,0,,16.6,1,1,0.0
D007115,high,12310.37,15,1,3.0,103.5,1,0,-0.038472
D007116,high,19418.39,11,0,,35.5,3,0,0.0
D007117,high,17308.39,14,1,2.0,23.6,1,0,-0.034984
D007118,high,11739.28,12,1,0.0,148.2,4,0,0.0
D007119,high,6453.46,15,1,3.0,36.3,1,0,-0.078266
D007120,high,56897.52,6,0,,63.4,5,0,0.0
D007121,low,3130.69,13,0,,28.7,1,0,0.0
D007122,high,8743.93,10,0,,58.4,3,0,0.0
D007123,high,6615.48,21,1,9.0,129.1,2,0,-0.051355
D007124,low,3056.72,21,0,,98.2,5,0,0.0
D007125,high,8060.74,10,0,,24.4,6,0,0.0
D007126,low,1870.58,6,0,,70.3,3,0,0.0
D007127,low,1105.02,19,0,,27.4,3,0,0.0
D007128,low,1874.33,15,0,,53.6,2,0,0.0
D007129,low,4268.27,20,0,,37.1,3,0,0.0
D007130,high,8941.02,3,0,,12.3,1,1,0.0
D007131,low,1641.72,20,0,,30.9,1,0,0.0
D007132,low,2738.73,18,0,,128.2,1,0,0.0
D007133,high,16959.3,16,1,4.0,83.3,3,0,-0.047544
D007134,high,6086.71,16,1,4.0,90.5,2,0,-0.059602
D007135,high,15359.64,15,1,3.0,54.4,4,0,-0.088943
D007136,low,3840.66,10,0,,171.2,1,0,0.0
D007137,low,753.58,2,0,,133.7,2,0,0.0
D007138,high,12948.64,12,1,0.0,10.3,1,0,0.0
D007139,low,1257.79,3,0,,148.5,2,0,0.0
D007140,high,5281.79,5,0,,84.2,3,0,0.0
D007141,low,4813.41,5,0,,13.5,1,0,0.0
D007142,high,21511.59,2,0,,138.9,1,0,0.0
D007143,high,5720.85,22,1,10.0,93.6,1,0,-0.043653
D007144,high,11606.49,13,1,1.0,14.3,2,0,-0.013713
D007145,low,1875.8,14,0,,14.4,1,1,0.0
D007146,high,13951.68,9,0,,35.4,4,0,0.0
D007147,high,13405.46,4,0,,79.4,1,0,0.0
D007148,low,3995.02,21,0,,12.0,1,0,0.0
D007149,low,4835.26,13,0,,218.1,2,1,0.0
D007150,high,49866.2,12,1,0.0,51.5,5,0,0.0
D007151,low,4327.73,16,0,,74.4,3,0,0.0
D007152,low,1453.12,15,0,,142.2,2,0,0.0
D007153,high,32058.26,20,1,8.0,54.9,2,1,-0.06026
D007154,high,7041.62,12,1,0.0,118.2,5,0,0.0
D007155,low,4789.37,2,0,,129.3,3,0,0.0
D007156,low,4046.77,2,0,,124.1,5,0,0.0
D007157,high,5403.59,21,1,9.0,46.6,4,0,-0.059775
D007158,low,3995.4,9,0,,85.6,2,0,0.0
D007159,low,3013.38,8,0,,126.6,4,0,0.0
D007160,high,9498.37,8,0,,25.2,3,0,0.0
D007161,high,10150.77,22,1,10.0,57.9,3,0,-0.083397
D007162,low,822.17,5,0,,27.4,1,0,0.0
D007163,high,22690.45,7,0,,48.6,2,0,0.0
D007164,low,2000.88,22,0,,53.8,1,0,0.0
D007165,low,2202.89,21,0,,38.0,1,1,0.0
D007166,low,1239.46,16,0,,22.6,3,0,0.0
D007167,low,2309.27,4,0,,61.7,1,1,0.0
D007168,low,2165.76,22,0,,21.7,2,0,0.0
D007169,high,6951.8,3,0,,3.9,2,0,0.0
D007170,high,8913.17,17,1,5.0,50.8,2,0,-0.075596
D007171,low,3447.71,19,0,,42.7,6,0,0.0
D007172,high,6287.67,16,1,4.0,16.4,5,0,-0.064017
D007173,low,3251.9,21,0,,25.7,1,1,0.0
D007174,low,4637.83,21,0,,41.0,1,0,0.0
D007175,low,1658.76,22,0,,33.0,3,0,0.0
D007176,low,2551.62,20,0,,27.8,5,0,0.0
D007177,low,1096.06,20,0,,47.7,1,0,0.0
D007178,high,17128.72,5,0,,30.1,2,0,0.0
D007179,high,29812.31,18,1,6.0,65.6,4,0,-0.087616
D007180,high,13149.05,16,1,4.0,20.3,4,0,-0.089126
D007181,high,8206.14,0,0,,37.6,1,0,0.0
D007182,low,4437.19,6,0,,20.3,4,1,0.0
D007183,low,2218.53,16,0,,42.4,2,0,0.0
D007184,low,2326.06,23,0,,96.6,2,0,0.0
D007185,high,21090.56,13,1,1.0,205.6,5,0,-0.017649
D007186,high,10772.56,7,0,,86.1,6,0,0.0
D007187,low,3943.49,13,0,,41.2,1,1,0.0
D007188,low,4862.25,0,0,,56.0,1,1,0.0
D007189,low,544.22,4,0,,74.8,1,0,0.0
D007190,high,7929.4,8,0,,131.2,1,0,0.0
D007191,high,12757.26,13,1,1.0,45.9,3,0,-0.026396
D007192,low,3051.87,23,0,,13.9,4,0,0.0
D007193,high,12079.59,14,1,2.0,77.9,3,0,-0.05552
D007194,high,14411.74,9,0,,37.6,4,0,0.0
D007195,low,1971.61,7,0,,25.2,1,0,0.0
D007196,low,869.84,2,0,,35.9,6,0,0.0
D007197,high,9371.66,1,0,,117.0,5,0,0.0
D007198,low,993.35,13,0,,60.6,4,0,0.0
D007199,high,13482.78,7,0,,24.2,2,0,0.0
D007200,low,2881.7,14,0,,48.0,2,1,0.0
D007201,low,2137.09,12,0,,38.1,1,1,0.0
D007202,high,24850.78,14,1,2.0,48.4,2,0,-0.037247
D007203,high,33227.19,12,1,0.0,7.7,2,0,0.0
D007204,low,3103.15,0,0,,41.9,2,1,0.0
D007205,high,9232.69,18,1,6.0,138.1,2,0,-0.035976
D007206,low,2801.7,2,0,,35.8,4,1,0.0
D007207,low,1606.05,5,0,,108.1,3,0,0.0
D007208,low,1524.96,2,0,,69.3,4,1,0.0
D007209,low,1991.0,5,0,,74.8,4,0,0.0
D007210,low,924.37,22,0,,53.9,4,0,0.0
D007211,low,1778.88,7,0,,73.7,1,1,0.0
D007212,low,2402.85,0,0,,110.5,2,0,0.0
D007213,high,5413.96,0,0,,26.3,3,0,0.0
D007214,low,1447.35,18,0,,98.1,1,0,0.0
D007215,high,10570.62,13,1,1.0,57.0,5,0,-0.017864
D007216,low,3180.92,23,0,,21.7,5,0,0.0
D007217,low,3260.9,21,0,,47.9,1,0,0.0
D007218,high,25998.51,6,0,,68.8,4,0,0.0
D007219,high,22014.05,7,0,,68.3,2,0,0.0
D007220,low,4058.26,23,0,,38.7,3,1,0.0
D007221,low,1900.72,15,0,,6.3,5,0,0.0
D007222,high,11418.47,17,1,5.0,88.4,5,0,-0.064186
D007223,low,3229.39,21,0,,45.2,4,0,0.0
D007224,low,2039.06,6,0,,83.5,3,0,0.0
