account_id,value_group,account_value,engagement_score,dormancy_streak_months,flagged,product_count,tenure_months,balance,offer_type,treated,bad_outcome,true_effect_prob
M006437,low,1157.07,1.9,1,1,1,35.5,1006.15,sms,1,1,-0.079705
M006438,low,1024.06,60.4,1,0,5,100.0,585.18,sms,1,1,-0.03552
M006439,low,2878.91,29.9,0,0,5,53.5,1645.09,sms,1,0,-0.053164
M006440,high,6322.0,21.3,1,1,3,80.3,4360.0,cashback,1,1,-0.166417
M006441,high,8526.58,42.9,1,0,2,44.4,6558.91,cashback,1,0,-0.075167
M006442,high,12654.94,45.4,3,1,2,81.6,9734.57,none,0,1,0.0
M006443,high,5678.88,65.6,2,0,3,30.1,3916.47,cashback,1,0,-0.121443
M006444,low,2741.8,65.0,0,0,2,40.7,2109.08,none,0,0,0.0
M006445,high,12823.22,19.7,2,1,1,63.4,11150.63,none,0,1,0.0
M006446,high,6424.21,60.5,3,1,1,38.5,5586.27,none,0,1,0.0
M006447,high,4414.91,40.4,2,0,2,56.9,3396.09,cashback,1,0,-0.055182
M006448,low,2831.87,34.8,4,1,2,56.1,2178.36,sms,1,0,-0.080119
M006449,high,6912.48,60.3,0,0,3,71.0,4767.23,cashback,1,1,-0.086853
M006450,low,1542.69,56.9,0,0,3,58.7,1063.92,sms,1,1,-0.066136
M006451,high,12992.88,49.0,3,1,5,69.0,7424.5,cashback,1,0,-0.185333
M006452,low,1384.2,34.9,1,0,6,24.4,728.52,sms,1,0,-0.029596
M006453,high,5813.73,67.4,0,0,1,59.8,5055.41,cashback,1,0,-0.097126
M006454,low,1008.7,55.9,1,0,3,15.8,695.66,sms,1,1,-0.059588
M006455,low,2948.88,48.9,1,0,4,35.4,1843.05,sms,1,0,-0.058975
M006456,high,24043.45,46.3,2,0,1,20.8,20907.35,cashback,1,0,-0.047357
M006457,low,2211.91,35.4,0,0,1,40.4,1923.4,sms,1,0,-0.053686
M006458,high,17271.09,0.0,3,1,2,75.6,13285.46,none,0,0,0.0
M006459,high,6405.05,23.8,1,1,2,76.3,4926.96,cashback,1,1,-0.184892
M006460,low,2288.02,39.2,2,0,3,38.2,1577.95,sms,1,0,-0.046081
M006461,low,2410.76,20.9,0,0,1,147.4,2096.31,sms,1,1,-0.043076
M006462,high,4740.34,57.1,0,0,1,29.5,4122.04,none,0,0,0.0
M006463,low,905.21,41.5,0,0,2,57.0,696.32,sms,1,0,-0.040243
M006464,low,2557.53,0.0,1,1,2,92.1,1967.33,sms,1,0,-0.086653
M006465,high,8843.07,17.9,1,1,3,30.6,6098.67,cashback,1,1,-0.179699
M006466,high,6467.88,12.0,2,1,2,84.7,4975.3,cashback,1,0,-0.185284
M006467,high,16666.15,45.6,3,1,1,88.8,14492.3,cashback,1,0,-0.181715
M006468,high,24539.4,29.5,1,0,1,232.6,21338.61,cashback,1,0,-0.029515
M006469,low,1834.28,49.2,5,1,3,15.9,1265.02,sms,1,1,-0.084947
M006470,low,2772.62,23.7,0,0,1,41.3,2410.97,sms,1,0,-0.068527
M006471,low,2026.69,22.1,1,1,2,61.6,1558.99,sms,1,1,-0.084989
M006472,low,1920.29,49.1,3,1,1,109.4,1669.82,sms,1,0,-0.087094
M006473,high,12213.98,49.1,2,0,1,46.3,10620.85,cashback,1,0,-0.066245
M006474,high,14761.05,49.9,1,0,3,84.8,10180.03,none,0,0,0.0
M006475,low,1393.67,61.3,2,0,1,83.2,1211.89,sms,1,1,-0.051396
M006476,high,18693.23,64.9,1,0,2,81.0,14379.41,cashback,1,0,-0.082446
M006477,low,1499.71,64.0,2,0,2,25.0,1153.63,sms,1,0,-0.043721
M006478,low,3763.5,37.3,4,1,2,98.3,2895.0,sms,1,1,-0.087024
M006479,high,10867.11,42.5,3,1,4,104.5,6791.94,cashback,1,1,-0.155258
M006480,high,6155.92,58.3,5,1,3,54.5,4245.46,cashback,1,0,-0.183976
M006481,high,10142.55,63.4,0,0,4,100.9,6339.09,cashback,1,0,-0.051184
M006482,high,19588.76,25.2,2,0,3,11.1,13509.49,cashback,1,0,-0.038926
M006483,low,3106.77,26.3,3,1,4,71.4,1941.73,sms,1,0,-0.086647
M006484,low,2587.81,43.3,0,0,1,63.9,2250.27,sms,1,0,-0.037839
M006485,low,634.72,5.8,1,1,3,42.4,437.74,sms,1,1,-0.085006
M006486,high,36459.82,36.5,2,0,2,15.2,28046.02,cashback,1,0,-0.079264
M006487,low,3721.18,71.0,2,0,2,23.3,2862.44,sms,1,0,-0.069849
M006488,low,3737.51,30.0,1,0,1,10.0,3250.01,sms,1,0,-0.071099
M006489,high,4749.41,12.0,2,1,2,69.3,3653.4,cashback,1,0,-0.183897
M006490,high,6674.16,14.0,1,1,2,38.4,5133.97,cashback,1,0,-0.185331
M006491,low,3968.09,30.8,1,0,5,27.6,2267.48,sms,1,0,-0.049025
M006492,high,5203.16,22.1,0,0,2,134.4,4002.43,cashback,1,0,-0.062798
M006493,high,32097.71,39.6,2,0,1,68.4,27911.06,cashback,1,1,-0.068264
M006494,high,4397.03,21.6,1,1,6,9.1,2314.23,cashback,1,1,-0.170951
M006495,low,2813.41,26.1,2,0,3,63.3,1940.28,sms,1,0,-0.059078
M006496,low,3385.6,80.4,0,0,1,52.5,2944.0,sms,1,0,-0.032711
M006497,high,7435.04,30.2,2,0,3,41.4,5127.61,cashback,1,1,-0.044656
M006498,low,4099.71,65.2,2,0,3,32.9,2827.38,sms,1,1,-0.052092
M006499,high,12141.81,31.2,2,0,1,77.6,10558.09,cashback,1,0,-0.1115
M006500,low,1130.27,40.5,0,0,1,67.3,982.84,sms,1,0,-0.071847
M006501,high,7129.35,45.8,4,1,2,78.7,5484.11,cashback,1,0,-0.172528
M006502,low,3329.59,46.0,0,0,2,11.2,2561.22,sms,1,0,-0.048916
M006503,high,6590.42,74.0,0,0,6,24.8,3468.64,cashback,1,1,-0.08061
M006504,low,697.9,38.5,2,0,1,46.2,606.87,sms,1,0,-0.046981
M006505,high,22219.81,52.1,5,1,3,50.4,15324.01,none,0,1,0.0
M006506,high,14431.75,95.5,3,1,2,22.8,11101.34,cashback,1,0,-0.185224
M006507,high,11226.77,54.3,1,0,2,67.4,8635.98,cashback,1,0,-0.03376
M006508,low,1034.4,43.4,1,0,2,21.3,795.69,sms,1,0,-0.047495
M006509,low,1302.08,50.8,0,0,2,28.1,1001.6,sms,1,0,-0.052029
M006510,low,928.43,65.3,2,0,3,31.6,640.3,sms,1,0,-0.035296
M006511,low,1326.09,45.6,1,0,4,88.2,828.8,sms,1,0,-0.030207
M006512,low,2552.96,52.1,1,0,3,11.5,1760.66,sms,1,0,-0.037673
M006513,low,1226.22,71.0,5,1,1,18.4,1066.28,sms,1,1,-0.082937
M006514,low,1509.44,46.1,4,1,1,14.1,1312.56,sms,1,0,-0.086066
M006515,low,1951.65,81.1,3,1,1,122.5,1697.09,sms,1,1,-0.084833
M006516,low,3198.06,14.6,1,1,1,20.3,2780.92,sms,1,0,-0.086058
M006517,low,3623.54,32.4,1,0,3,32.5,2498.99,sms,1,0,-0.051849
M006518,low,545.72,43.6,0,0,1,16.7,474.54,sms,1,1,-0.043273
M006519,high,11216.21,34.6,2,0,1,68.0,9753.23,cashback,1,0,-0.10408
M006520,high,8792.29,45.6,0,0,2,70.8,6763.3,none,0,0,0.0
M006521,low,4057.27,18.2,2,1,1,38.7,3528.06,sms,1,1,-0.08318
M006522,high,6284.55,40.5,0,0,3,121.8,4334.17,cashback,1,0,-0.053231
M006523,low,1014.71,19.9,0,0,1,11.1,882.35,sms,1,1,-0.077254
M006524,high,5163.77,0.0,3,1,1,23.8,4490.23,none,0,1,0.0
M006525,low,2492.61,16.3,3,1,3,76.7,1719.04,sms,1,0,-0.086339
M006526,low,1066.25,42.2,2,0,3,55.9,735.35,sms,1,0,-0.051678
M006527,low,3959.44,42.0,0,0,1,148.7,3442.99,none,0,0,0.0
M006528,low,2033.24,38.8,1,0,1,22.7,1768.04,sms,1,0,-0.039427
M006529,low,1487.66,46.7,2,0,4,15.6,929.79,sms,1,0,-0.065828
M006530,high,35479.83,49.1,1,0,1,55.3,30852.02,cashback,1,0,-0.057026
M006531,low,1649.1,31.9,1,0,4,49.3,1030.69,sms,1,0,-0.036897
M006532,low,2522.17,43.4,3,1,2,82.2,1940.13,sms,1,1,-0.086425
M006533,high,6044.15,30.7,1,0,2,23.0,4649.35,none,0,1,0.0
M006534,low,1364.36,56.0,0,0,2,19.2,1049.51,sms,1,0,-0.062414
M006535,low,1359.9,46.8,5,1,4,30.8,849.94,sms,1,1,-0.065943
M006536,low,827.59,28.2,1,0,4,28.7,517.24,sms,1,1,-0.062508
M006537,high,7343.58,41.0,1,0,4,121.0,4589.74,cashback,1,0,-0.055898
M006538,low,1300.01,83.4,1,0,2,13.5,1000.01,sms,1,0,-0.067237
M006539,low,1856.5,0.0,1,1,5,58.5,1060.86,sms,1,0,-0.082542
M006540,high,5372.84,14.7,1,1,1,23.5,4672.03,cashback,1,0,-0.185047
M006541,high,4362.84,49.0,0,0,6,17.3,2296.23,cashback,1,0,-0.063857
M006542,low,2515.83,43.1,1,0,3,20.2,1735.05,sms,1,1,-0.033169
M006543,low,1864.08,23.2,3,1,1,119.5,1620.94,none,0,1,0.0
M006544,low,3800.92,79.9,0,0,1,55.0,3305.14,sms,1,0,-0.05744
M006545,low,1447.44,39.4,0,0,1,11.4,1258.64,sms,1,1,-0.067336
M006546,high,6376.19,28.3,0,0,1,28.6,5544.52,cashback,1,0,-0.069733
M006547,high,12957.09,56.4,2,0,3,54.5,8935.92,cashback,1,0,-0.08912
M006548,high,16733.56,34.5,1,0,1,23.4,14550.92,cashback,1,0,-0.078537
M006549,low,2131.3,37.6,1,0,6,51.7,1121.74,sms,1,0,-0.044741
M006550,low,909.05,61.3,1,0,2,34.5,699.27,sms,1,0,-0.040755
M006551,high,11115.16,13.0,3,1,1,34.3,9665.36,cashback,1,1,-0.18478
M006552,high,7957.39,46.0,0,0,3,35.8,5487.85,cashback,1,0,-0.0614
M006553,low,3515.24,24.9,1,1,5,23.8,2008.71,sms,1,1,-0.081226
M006554,high,12741.25,48.3,0,0,2,63.7,9800.96,cashback,1,0,-0.079528
M006555,low,1440.44,80.7,2,0,5,255.7,823.11,sms,1,0,-0.023003
M006556,high,26299.66,7.2,2,1,2,43.9,20230.51,cashback,1,1,-0.184616
M006557,low,3178.22,14.9,2,1,6,63.5,1672.75,sms,1,0,-0.087232
M006558,low,930.55,59.6,3,1,5,14.1,531.74,sms,1,0,-0.076346
M006559,high,14526.36,13.2,5,1,2,109.1,11174.12,none,0,0,0.0
M006560,high,25077.89,27.9,0,0,2,32.0,19290.68,cashback,1,0,-0.03935
M006561,high,8492.51,49.0,0,0,1,129.8,7384.79,cashback,1,0,-0.065842
M006562,low,1045.37,88.9,0,0,4,146.2,653.36,sms,1,1,-0.04495
M006563,high,6219.16,36.5,1,0,1,14.9,5407.96,cashback,1,0,-0.085406
M006564,low,2747.78,16.0,2,1,1,66.6,2389.38,sms,1,0,-0.087277
M006565,low,1467.99,31.1,0,0,3,53.6,1012.41,sms,1,0,-0.046748
M006566,low,2710.96,22.9,2,1,5,106.4,1549.12,sms,1,0,-0.084597
M006567,low,2513.53,50.4,4,1,3,67.1,1733.47,sms,1,1,-0.079832
M006568,high,5459.68,35.5,1,0,2,31.6,4199.76,none,0,0,0.0
M006569,high,4768.1,10.4,1,1,2,75.3,3667.77,cashback,1,0,-0.141147
M006570,low,1301.09,35.0,0,0,3,8.7,897.3,sms,1,0,-0.049921
M006571,high,5373.21,13.0,2,1,1,37.2,4672.36,cashback,1,0,-0.18449
M006572,low,4073.51,62.2,1,0,3,25.5,2809.32,sms,1,0,-0.059913
M006573,low,786.12,38.7,0,0,4,104.7,491.33,sms,1,0,-0.029461
M006574,low,3408.65,58.3,1,0,2,72.4,2622.04,sms,1,0,-0.041755
M006575,low,2699.96,64.7,1,0,3,84.3,1862.04,sms,1,1,-0.041906
M006576,high,20362.83,34.4,0,0,1,65.5,17706.81,cashback,1,0,-0.059768
M006577,high,5844.97,22.8,2,1,2,43.3,4496.13,cashback,1,0,-0.185082
M006578,low,237.78,0.0,1,1,1,21.7,206.76,sms,1,0,-0.077522
M006579,high,18846.85,83.6,3,1,2,29.7,14497.58,cashback,1,0,-0.185321
M006580,low,822.99,51.7,1,0,4,33.9,514.37,sms,1,0,-0.04142
M006581,low,3790.3,52.3,3,1,3,64.6,2614.0,sms,1,0,-0.085484
M006582,high,5204.38,44.7,1,0,2,12.9,4003.37,cashback,1,0,-0.082963
M006583,low,2897.16,87.5,0,0,4,51.6,1810.72,none,0,0,0.0
M006584,low,1166.04,54.1,1,0,1,3.9,1013.95,sms,1,0,-0.040834
M006585,low,2927.17,64.8,2,0,1,79.6,2545.37,sms,1,0,-0.056807
M006586,low,663.34,46.4,3,1,4,54.6,414.59,sms,1,0,-0.086422
M006587,high,13092.2,58.0,2,0,1,46.7,11384.52,cashback,1,0,-0.077981
M006588,low,763.67,47.4,2,0,3,65.1,526.67,sms,1,1,-0.054132
M006589,high,23062.39,49.9,2,0,1,25.1,20054.25,cashback,1,0,-0.054305
M006590,high,6135.56,22.3,3,1,1,19.6,5335.27,cashback,1,0,-0.159127
M006591,low,1058.15,62.6,0,0,2,46.1,813.96,sms,1,1,-0.041451
M006592,low,648.48,43.4,1,0,1,87.9,563.89,sms,1,0,-0.032465
M006593,high,9705.97,21.5,0,0,1,51.2,8439.98,cashback,1,0,-0.065828
M006594,high,5823.17,39.0,2,0,4,67.4,3639.48,cashback,1,0,-0.077411
M006595,low,1420.54,25.4,3,1,3,76.8,979.68,sms,1,1,-0.086641
M006596,low,3581.7,44.3,2,0,1,51.6,3114.52,sms,1,0,-0.041707
M006597,low,2646.32,37.2,1,0,5,71.4,1512.19,sms,1,0,-0.041793
M006598,high,10574.99,25.7,4,1,4,29.0,6609.37,cashback,1,0,-0.182846
M006599,low,2792.46,85.9,0,0,6,54.8,1469.71,sms,1,0,-0.037871
M006600,high,6948.15,36.4,1,0,5,47.8,3970.37,cashback,1,0,-0.074897
M006601,low,1306.36,21.7,4,1,1,33.7,1135.96,sms,1,1,-0.069835
M006602,low,2664.13,75.2,2,0,3,40.1,1837.33,none,0,0,0.0
M006603,low,804.2,49.5,2,0,4,12.0,502.62,sms,1,0,-0.058003
M006604,low,1440.09,28.1,0,0,3,45.4,993.16,sms,1,0,-0.052208
M006605,low,194.3,59.1,5,1,1,35.0,168.95,sms,1,1,-0.08615
M006606,high,16218.33,48.2,1,0,4,73.6,10136.46,cashback,1,0,-0.049855
M006607,low,3388.1,58.6,4,1,3,54.7,2336.62,sms,1,0,-0.075453
M006608,low,1644.68,50.2,2,0,2,43.3,1265.14,sms,1,0,-0.062914
M006609,high,4597.84,55.2,4,1,3,44.3,3170.93,cashback,1,0,-0.181069
M006610,low,2846.21,61.0,3,1,2,160.8,2189.39,sms,1,1,-0.08485
M006611,high,4412.68,58.1,0,0,5,128.6,2521.53,cashback,1,0,-0.065813
M006612,low,1108.78,79.5,0,0,2,91.4,852.9,sms,1,1,-0.04407
M006613,low,1312.07,17.4,2,1,1,60.5,1140.93,sms,1,1,-0.086659
M006614,high,4337.15,23.7,1,1,4,78.8,2710.72,cashback,1,0,-0.156933
M006615,high,7874.44,34.9,2,0,2,31.4,6057.26,cashback,1,0,-0.083125
M006616,low,1495.13,68.0,3,1,2,14.6,1150.1,sms,1,1,-0.084442
M006617,high,5998.82,32.7,3,1,1,84.3,5216.37,cashback,1,0,-0.174247
M006618,high,8165.54,86.1,1,0,4,120.2,5103.46,cashback,1,0,-0.100471
M006619,high,4838.75,50.6,0,0,2,115.5,3722.12,cashback,1,0,-0.058864
M006620,low,1966.11,65.5,0,0,2,39.2,1512.39,sms,1,0,-0.038401
M006621,low,3413.52,19.4,1,1,4,23.2,2133.45,sms,1,1,-0.083589
M006622,high,7634.22,31.9,0,0,2,91.9,5872.48,cashback,1,0,-0.052195
M006623,high,43581.59,49.4,2,0,3,22.8,30056.27,cashback,1,0,-0.053881
M006624,high,4173.76,60.3,1,0,1,62.6,3629.36,cashback,1,0,-0.054362
M006625,low,2648.47,43.7,1,0,2,91.3,2037.28,sms,1,0,-0.025027
M006626,high,16458.08,51.0,3,1,5,84.0,9404.61,cashback,1,0,-0.169356
M006627,low,2126.06,31.2,1,0,5,42.1,1214.89,sms,1,0,-0.034354
M006628,low,3468.66,33.3,0,0,3,105.7,2392.18,sms,1,0,-0.037046
M006629,low,1605.97,31.9,1,0,3,31.9,1107.56,sms,1,0,-0.052588
M006630,low,2875.67,70.9,1,0,4,25.4,1797.29,none,0,0,0.0
M006631,low,2990.32,15.0,1,1,2,67.2,2300.25,sms,1,0,-0.082131
M006632,high,13592.62,41.0,1,0,2,14.5,10455.86,cashback,1,0,-0.088317
M006633,low,1665.98,65.8,2,0,1,80.2,1448.68,sms,1,0,-0.068166
M006634,low,2917.8,81.6,3,1,1,66.6,2537.22,sms,1,0,-0.087027
M006635,low,1045.0,75.2,3,1,2,38.7,803.85,sms,1,0,-0.071952
M006636,low,1311.05,75.2,1,0,2,26.0,1008.5,sms,1,0,-0.056091
M006637,high,6361.83,69.4,0,0,1,69.8,5532.03,cashback,1,0,-0.055656
M006638,high,24716.42,52.3,0,0,2,133.9,19012.63,cashback,1,0,-0.059252
M006639,low,1988.34,41.2,1,0,1,93.6,1728.99,sms,1,1,-0.060858
M006640,low,566.52,17.4,1,1,1,8.8,492.62,sms,1,1,-0.053622
M006641,low,1163.72,64.2,3,1,2,102.7,895.17,sms,1,1,-0.084249
M006642,low,3318.68,53.8,2,0,4,115.5,2074.17,sms,1,0,-0.027487
M006643,high,5068.66,26.5,3,1,1,76.5,4407.53,cashback,1,1,-0.182866
M006644,high,14317.12,30.1,1,0,2,110.0,11013.17,cashback,1,0,-0.063757
M006645,low,1085.67,92.3,4,1,1,19.8,944.06,sms,1,1,-0.074093
M006646,high,13742.2,33.9,2,0,4,33.0,8588.88,cashback,1,0,-0.057274
M006647,low,522.58,38.0,2,0,1,30.6,454.42,sms,1,1,-0.042894
M006648,high,9097.6,50.3,4,1,1,36.9,7910.95,cashback,1,1,-0.185105
M006649,high,4808.96,55.4,0,0,4,103.7,3005.6,cashback,1,0,-0.017071
M006650,low,2744.77,39.9,1,0,2,132.7,2111.36,sms,1,0,-0.038901
M006651,high,4716.4,52.9,1,0,5,50.8,2695.09,cashback,1,0,-0.048346
M006652,low,2696.06,46.9,1,0,5,37.4,1540.61,sms,1,0,-0.053005
M006653,low,407.02,65.5,1,0,1,40.9,353.93,none,0,0,0.0
M006654,low,3805.73,13.8,2,1,1,113.3,3309.33,sms,1,0,-0.087102
M006655,high,18681.15,46.2,2,0,5,81.1,10674.94,none,0,0,0.0
M006656,high,14580.5,31.0,3,1,4,23.0,9112.81,cashback,1,1,-0.182649
M006657,high,4290.1,89.0,2,0,2,144.0,3300.08,cashback,1,0,-0.050793
M006658,low,959.17,68.6,3,1,1,25.9,834.06,sms,1,0,-0.068641
M006659,high,26581.48,48.9,3,1,2,13.3,20447.29,none,0,0,0.0
M006660,high,6115.43,38.0,2,0,4,17.3,3822.14,cashback,1,1,-0.068323
M006661,low,1212.56,37.6,4,1,2,27.2,932.74,sms,1,0,-0.086772
M006662,high,4923.16,36.8,0,0,3,71.1,3395.29,cashback,1,0,-0.04656
M006663,low,1689.6,68.7,1,0,1,151.1,1469.22,sms,1,0,-0.031076
M006664,low,299.32,24.9,4,1,1,54.0,260.28,sms,1,1,-0.064665
M006665,low,646.0,49.2,0,0,1,14.5,561.74,sms,1,0,-0.033762
M006666,high,4165.86,21.6,1,1,1,117.9,3622.49,none,0,0,0.0
M006667,high,33549.99,63.3,1,0,1,92.4,29173.91,cashback,1,1,-0.063457
M006668,high,6120.35,47.2,0,0,5,28.3,3497.34,cashback,1,0,-0.084711
M006669,low,1062.73,41.1,0,0,3,101.8,732.92,sms,1,0,-0.04553
M006670,high,15267.97,62.0,2,0,1,65.6,13276.5,cashback,1,1,-0.068997
M006671,low,3232.06,72.7,2,0,1,69.2,2810.49,sms,1,0,-0.060225
M006672,high,5326.71,32.9,0,0,4,101.8,3329.2,cashback,1,0,-0.042294
M006673,low,1654.03,54.5,0,0,5,22.9,945.16,sms,1,0,-0.04378
M006674,low,771.67,39.1,2,0,2,2.8,593.59,sms,1,0,-0.053114
M006675,high,6585.99,30.2,4,1,2,138.8,5066.15,cashback,1,0,-0.170752
M006676,high,14939.85,52.3,0,0,3,27.0,10303.34,cashback,1,0,-0.116637
M006677,high,6802.06,42.5,2,0,1,95.8,5914.84,cashback,1,1,-0.084547
M006678,high,6056.18,34.6,0,0,1,131.0,5266.25,cashback,1,0,-0.07066
M006679,low,2099.94,48.3,5,1,1,56.8,1826.03,sms,1,0,-0.081304
M006680,low,1578.04,38.6,2,0,2,66.2,1213.87,sms,1,0,-0.060344
M006681,high,4354.54,23.6,1,1,3,93.7,3003.13,cashback,1,0,-0.178193
M006682,low,1315.04,44.6,1,0,1,31.2,1143.51,sms,1,1,-0.055519
M006683,low,4021.31,51.3,3,1,3,13.0,2773.32,sms,1,1,-0.072342
M006684,high,10332.76,67.3,1,0,1,116.3,8985.01,cashback,1,1,-0.081603
M006685,low,2850.16,41.9,0,0,5,167.6,1628.66,sms,1,0,-0.02521
M006686,high,11626.44,67.7,1,0,1,34.6,10109.95,cashback,1,0,-0.078894
M006687,high,5639.42,96.3,2,0,3,49.4,3889.25,cashback,1,0,-0.057207
M006688,high,6742.22,26.6,2,0,3,24.7,4649.8,cashback,1,0,-0.075059
M006689,high,4440.18,10.7,0,0,1,25.7,3861.03,cashback,1,0,-0.047044
M006690,low,374.41,69.8,3,1,1,58.9,325.58,sms,1,1,-0.073115
M006691,low,3219.38,51.9,1,0,1,27.6,2799.46,sms,1,0,-0.048172
M006692,low,1436.48,24.9,3,1,2,30.4,1104.99,sms,1,0,-0.085066
M006693,low,1608.05,13.1,0,0,1,152.2,1398.31,sms,1,0,-0.03879
M006694,low,2311.2,48.1,1,0,2,52.6,1777.85,sms,1,1,-0.066677
M006695,high,4484.16,35.8,1,0,3,43.0,3092.52,cashback,1,0,-0.059126
M006696,low,2216.95,79.6,1,0,1,11.9,1927.78,none,0,1,0.0
M006697,high,4910.13,22.5,3,1,5,82.7,2805.79,cashback,1,0,-0.16299
M006698,high,7193.1,85.9,2,0,3,13.9,4960.76,none,0,0,0.0
M006699,low,2541.0,59.3,0,0,1,144.1,2209.56,sms,1,0,-0.043954
M006700,high,4289.32,25.4,1,0,4,83.7,2680.83,cashback,1,0,-0.040138
M006701,low,1818.15,62.0,0,0,2,8.8,1398.58,sms,1,0,-0.047537
M006702,low,878.7,9.4,2,1,2,53.1,675.92,sms,1,0,-0.087277
M006703,high,12007.26,18.8,0,0,2,75.4,9236.35,none,0,0,0.0
M006704,high,7179.57,35.0,3,1,1,71.5,6243.11,cashback,1,0,-0.169445
M006705,high,13643.88,43.9,0,0,1,97.4,11864.25,cashback,1,0,-0.062136
M006706,high,4408.29,32.2,2,0,4,169.0,2755.18,cashback,1,0,-0.044768
M006707,high,7530.89,35.7,0,0,4,135.9,4706.8,cashback,1,0,-0.043996
M006708,high,4415.52,86.7,1,0,5,36.8,2523.15,cashback,1,0,-0.08698
M006709,low,433.73,56.1,2,0,3,38.7,299.12,sms,1,0,-0.045306
M006710,low,2868.31,33.6,1,0,3,32.7,1978.15,sms,1,0,-0.063778
M006711,high,5809.28,48.0,3,1,1,40.0,5051.55,cashback,1,0,-0.184172
M006712,high,13454.1,63.3,2,0,2,130.0,10349.3,cashback,1,0,-0.066145
M006713,high,10986.25,37.6,0,0,3,38.0,7576.72,cashback,1,0,-0.069937
M006714,low,3322.68,49.9,1,0,1,62.0,2889.28,sms,1,0,-0.037351
M006715,high,11580.72,30.9,3,1,2,19.6,8908.25,cashback,1,1,-0.184498
M006716,high,5591.69,2.3,1,1,4,50.9,3494.81,cashback,1,1,-0.179067
M006717,low,904.88,28.6,1,0,1,28.2,786.85,sms,1,0,-0.041841
M006718,low,3099.92,62.1,2,0,2,56.3,2384.55,sms,1,0,-0.054981
M006719,high,4761.92,24.3,1,1,1,9.1,4140.8,cashback,1,1,-0.182305
M006720,high,13554.77,52.7,0,0,1,65.7,11786.76,cashback,1,0,-0.053754
M006721,low,938.74,7.8,2,1,1,65.2,816.3,sms,1,0,-0.084999
M006722,high,10395.61,32.0,1,0,2,33.2,7996.63,cashback,1,0,-0.086626
M006723,low,3817.18,89.6,2,0,2,112.6,2936.29,sms,1,0,-0.055934
M006724,high,18557.19,32.0,2,0,1,55.6,16136.69,cashback,1,0,-0.091336
M006725,low,1442.51,44.3,0,0,1,107.3,1254.36,sms,1,0,-0.039454
M006726,low,3309.76,33.5,0,0,4,55.1,2068.6,none,0,1,0.0
M006727,high,15904.31,0.0,2,1,4,101.8,9940.19,cashback,1,1,-0.180377
M006728,low,1786.32,9.0,1,1,3,93.0,1231.95,sms,1,0,-0.084829
M006729,low,3692.64,71.0,2,0,6,123.5,1943.49,sms,1,0,-0.026853
M006730,low,2750.93,41.5,3,1,3,112.8,1897.19,sms,1,0,-0.084126
M006731,high,7659.71,72.1,3,1,2,112.4,5892.08,cashback,1,1,-0.184928
M006732,low,1184.97,86.1,3,1,1,28.9,1030.41,sms,1,0,-0.084084
M006733,high,56836.26,46.8,1,0,4,12.3,35522.66,cashback,1,0,-0.073936
M006734,low,1416.58,54.4,0,0,3,9.4,976.95,sms,1,0,-0.061407
M006735,high,22091.94,43.6,3,1,5,24.0,12623.96,cashback,1,0,-0.176789
M006736,low,1651.46,2.4,0,0,2,26.3,1270.36,sms,1,0,-0.049464
M006737,high,11860.85,8.9,1,1,2,43.9,9123.73,cashback,1,1,-0.18432
M006738,low,3244.53,53.2,3,1,2,136.7,2495.79,sms,1,0,-0.086804
M006739,high,44786.53,24.0,1,1,2,132.6,34451.18,cashback,1,0,-0.157171
M006740,high,5828.21,43.2,3,1,4,37.6,3642.63,cashback,1,0,-0.181093
M006741,high,54884.43,61.4,1,0,4,25.0,34302.77,cashback,1,0,-0.082579
M006742,low,2184.11,75.9,3,1,4,42.3,1365.07,sms,1,0,-0.081761
M006743,high,4730.33,4.3,2,1,5,26.1,2703.05,cashback,1,1,-0.185333
M006744,low,638.81,29.6,1,0,1,61.3,555.49,sms,1,0,-0.039656
M006745,low,3490.65,36.1,0,0,3,59.4,2407.35,sms,1,0,-0.052363
M006746,low,1672.21,54.0,2,0,1,56.9,1454.1,sms,1,0,-0.060643
M006747,high,6532.91,44.0,1,0,2,184.1,5025.32,cashback,1,0,-0.044007
M006748,low,2077.99,31.3,1,0,2,54.1,1598.45,sms,1,0,-0.052174
M006749,high,35420.49,42.7,2,0,3,65.6,24427.93,cashback,1,0,-0.050956
M006750,low,2801.04,37.7,2,0,3,27.7,1931.75,none,0,1,0.0
M006751,low,1443.02,63.8,3,1,3,30.6,995.19,sms,1,1,-0.086147
M006752,high,4233.76,43.1,3,1,2,37.4,3256.74,cashback,1,0,-0.185065
M006753,low,973.13,26.2,2,0,1,46.5,846.2,sms,1,0,-0.042595
M006754,high,11945.8,61.7,2,0,1,54.5,10387.65,cashback,1,0,-0.048452
M006755,high,7872.97,43.8,3,1,1,95.7,6846.06,cashback,1,1,-0.185252
M006756,low,1225.59,65.2,2,0,1,45.0,1065.73,sms,1,0,-0.055369
M006757,low,365.94,9.6,0,0,2,44.4,281.49,none,0,0,0.0
M006758,low,2623.94,55.2,4,1,3,27.3,1809.61,sms,1,0,-0.087089
M006759,high,5639.28,20.0,3,1,1,27.8,4903.72,cashback,1,1,-0.162665
M006760,high,4617.22,22.6,2,1,2,85.7,3551.71,cashback,1,1,-0.16308
M006761,low,1021.08,37.8,3,1,2,29.8,785.45,none,0,1,0.0
