account_id,withdrawal_pct,treated_rm_contact,tenure_months,product_count,balance,account_value,churn_within_60d
W009021,36.97,1,103.1,1,28456.22,32724.65,0
W009022,26.3,0,32.2,3,13744.07,19928.9,1
W009023,18.14,0,80.0,2,74816.57,97261.54,0
W009024,50.85,1,51.4,2,11905.21,15476.78,0
W009025,27.5,0,16.8,5,4867.46,8518.05,0
W009026,48.65,1,18.8,2,4697.65,6106.95,0
W009027,41.88,1,4.8,2,3632.06,4721.67,0
W009028,54.97,1,101.5,5,51743.19,90550.58,1
W009029,0.0,0,7.0,1,4661.93,5361.22,0
W009030,17.94,0,119.6,3,881.94,1278.81,0
W009031,50.87,1,51.9,2,13736.77,17857.8,1
W009032,61.19,1,17.3,1,3371.18,3876.86,1
W009033,25.24,0,124.5,3,3883.13,5630.54,0
W009034,18.19,0,85.3,4,4347.52,6956.03,0
W009035,35.95,1,105.5,5,15431.74,27005.54,0
W009036,19.33,0,33.8,1,18486.28,21259.22,0
W009037,30.29,1,17.9,1,18019.68,20722.63,0
W009038,18.92,0,25.6,2,20654.26,26850.54,0
W009039,34.27,1,61.4,3,31946.53,46322.46,0
W009040,57.63,1,67.7,1,7092.65,8156.55,0
W009041,37.71,1,66.6,2,3369.12,4379.86,0
W009042,35.28,1,300.0,6,5613.33,10665.32,0
W009043,0.0,0,12.1,4,5320.52,8512.84,0
W009044,23.21,0,113.2,2,22147.07,28791.19,0
W009045,30.06,1,75.8,5,4527.43,7923.0,0
W009046,25.06,0,71.4,1,3764.04,4328.64,0
W009047,60.81,1,107.4,4,31992.97,51188.76,0
W009048,28.91,0,294.5,1,7497.29,8621.89,0
W009049,5.71,0,28.0,4,13852.88,22164.6,0
W009050,61.08,1,40.5,1,4912.31,5649.15,0
W009051,8.43,0,85.9,1,9420.96,10834.11,0
W009052,31.93,1,35.8,6,17107.96,32505.13,0
W009053,26.8,0,41.9,4,19501.11,31201.78,0
W009054,47.23,1,44.6,3,2853.69,4137.86,0
W009055,21.0,0,37.5,3,4623.65,6704.29,0
W009056,0.0,0,73.3,4,6059.85,9695.76,0
W009057,65.56,1,48.9,1,4029.04,4633.39,0
W009058,27.5,0,50.9,6,13073.8,24840.22,0
W009059,46.25,1,17.2,2,41404.99,53826.49,0
W009060,45.83,1,61.7,1,1777.0,2043.55,0
W009061,41.68,1,109.4,4,2459.15,3934.65,1
W009062,51.66,1,36.0,2,39932.24,51911.91,0
W009063,16.34,0,197.3,2,7146.01,9289.81,0
W009064,63.41,1,127.4,2,15845.24,20598.81,1
W009065,14.49,0,17.0,2,714.7,929.11,1
W009066,48.08,1,44.8,1,18806.72,21627.73,1
W009067,22.06,0,8.1,2,1727.52,2245.77,1
W009068,14.27,0,28.5,4,2952.95,4724.72,0
W009069,36.41,1,64.8,1,6516.36,7493.81,0
W009070,42.14,1,124.7,1,29313.89,33710.98,0
W009071,31.97,1,148.4,4,10484.53,16775.24,0
W009072,38.4,1,47.8,2,1537.88,1999.25,0
W009073,46.94,1,24.3,1,5319.79,6117.76,0
W009074,17.8,0,49.9,2,5306.67,6898.67,0
W009075,34.91,1,32.6,2,3186.32,4142.22,0
W009076,29.03,0,66.8,2,2707.92,3520.29,0
W009077,71.29,1,38.4,6,17630.05,33497.1,0
W009078,38.47,1,54.9,4,8545.89,13673.43,0
W009079,0.0,0,29.8,3,25817.32,37435.12,0
W009080,51.32,1,113.6,1,33787.48,38855.6,0
W009081,30.13,1,90.5,1,3351.06,3853.72,0
W009082,35.19,1,70.2,1,8017.39,9220.0,0
W009083,35.0,1,74.1,1,2173.43,2499.44,0
W009084,5.01,0,147.9,1,14056.93,16165.47,1
W009085,47.41,1,49.7,5,5007.92,8763.85,0
W009086,54.9,1,45.1,5,2566.8,4491.9,0
W009087,46.25,1,21.4,6,9087.99,17267.19,0
W009088,15.16,0,84.6,5,2001.25,3502.19,0
W009089,0.0,0,9.7,2,1818.57,2364.14,0
W009090,73.89,1,66.1,4,9387.67,15020.28,0
W009091,30.69,1,27.1,1,19149.52,22021.95,1
W009092,38.23,1,24.8,2,14515.92,18870.7,0
W009093,0.94,0,21.6,3,1693.95,2456.23,0
W009094,13.95,0,71.2,3,8943.32,12967.82,0
W009095,35.54,1,10.8,2,17688.23,22994.69,1
W009096,32.86,1,66.1,2,3460.18,4498.24,1
W009097,12.58,0,49.8,5,1551.51,2715.15,0
W009098,60.03,1,6.4,3,5058.91,7335.42,0
W009099,40.09,1,27.9,1,17008.98,19560.33,0
W009100,0.72,0,42.1,1,3166.95,3641.99,1
W009101,61.87,1,19.8,4,2495.72,3993.16,0
W009102,25.91,0,64.3,2,5547.12,7211.26,0
W009103,39.61,1,91.4,1,4752.45,5465.32,0
W009104,40.47,1,22.0,1,10455.06,12023.32,0
W009105,15.93,0,126.0,2,5781.46,7515.9,0
W009106,45.12,1,36.8,2,9365.14,12174.68,0
W009107,28.5,0,134.7,2,1133.05,1472.97,0
W009108,28.38,0,133.3,2,10109.0,13141.7,0
W009109,22.96,0,151.0,4,15964.8,25543.68,0
W009110,12.57,0,47.2,2,14608.64,18991.23,1
W009111,0.58,0,72.7,3,6535.15,9475.96,0
W009112,53.01,1,52.7,5,22473.14,39327.99,0
W009113,19.18,0,69.0,2,8103.71,10534.82,0
W009114,6.88,0,26.0,2,4431.51,5760.96,0
W009115,17.65,0,98.9,5,2154.07,3769.63,0
W009116,41.13,1,18.4,2,3628.18,4716.64,0
W009117,18.39,0,26.5,1,4132.64,4752.53,0
W009118,22.84,0,55.9,6,3188.11,6057.41,0
W009119,46.24,1,140.1,3,24991.35,36237.46,0
W009120,62.34,1,9.6,3,12099.27,17543.94,0
W009121,22.46,0,23.0,3,16169.79,23446.2,0
W009122,37.86,1,18.6,5,5127.99,8973.98,0
W009123,21.56,0,76.7,2,14730.21,19149.28,0
W009124,23.22,0,46.4,2,24960.7,32448.91,1
W009125,53.17,1,30.0,3,12501.99,18127.88,0
W009126,56.8,1,124.3,2,38704.13,50315.37,0
W009127,35.43,1,78.0,4,14261.48,22818.37,0
W009128,28.75,0,47.1,3,5605.81,8128.42,0
W009129,3.26,0,54.4,6,8723.79,16575.19,0
W009130,15.27,0,68.5,3,26334.11,38184.47,0
W009131,45.3,1,95.2,1,9574.92,11011.16,1
W009132,42.94,1,20.5,4,25373.45,40597.53,0
W009133,60.0,1,46.8,3,7196.93,10435.55,0
W009134,47.31,1,94.8,2,5848.26,7602.74,0
W009135,40.93,1,144.2,2,58146.45,75590.38,0
W009136,56.74,1,20.3,3,2095.99,3039.19,0
W009137,37.35,1,54.8,2,2199.06,2858.78,0
W009138,20.51,0,25.0,1,20629.45,23723.87,0
W009139,7.48,0,11.0,3,5593.0,8109.85,0
W009140,8.41,0,58.3,4,5404.25,8646.8,0
W009141,18.11,0,71.2,5,8523.74,14916.54,0
W009142,46.3,1,34.4,2,8978.34,11671.84,0
W009143,37.67,1,47.8,3,17565.22,25469.56,1
W009144,29.78,0,165.4,2,7500.77,9751.0,0
W009145,53.1,1,48.2,4,41177.46,65883.94,0
W009146,4.24,0,69.6,2,3608.23,4690.7,0
W009147,12.21,0,66.7,2,2696.34,3505.24,0
W009148,34.26,1,69.1,2,2441.8,3174.34,0
W009149,14.54,0,55.4,1,16191.48,18620.2,0
W009150,11.32,0,42.7,5,3201.13,5601.98,0
W009151,36.99,1,115.5,4,10371.58,16594.52,0
W009152,5.4,0,21.1,3,8183.14,11865.56,0
W009153,11.28,0,34.3,2,15023.73,19530.85,0
W009154,56.23,1,114.3,5,11668.33,20419.59,0
W009155,14.23,0,29.4,2,23638.96,30730.65,0
W009156,1.09,0,58.2,6,4354.77,8274.06,0
W009157,42.54,1,143.6,1,8833.51,10158.54,0
W009158,32.66,1,135.8,2,20713.73,26927.85,0
W009159,9.53,0,101.8,2,10801.51,14041.96,0
W009160,28.0,0,27.8,1,6859.25,7888.14,1
W009161,27.81,0,92.3,3,48264.0,69982.8,0
W009162,40.74,1,109.6,1,3130.32,3599.87,0
W009163,46.46,1,57.6,5,807.72,1413.51,0
W009164,39.42,1,5.1,5,7318.67,12807.68,0
W009165,68.13,1,24.0,2,4902.39,6373.11,0
W009166,4.31,0,48.3,3,15457.44,22413.29,0
W009167,37.75,1,22.5,2,2543.25,3306.22,0
W009168,13.38,0,38.0,3,9528.21,13815.91,0
W009169,29.21,0,80.2,2,1417.32,1842.51,0
W009170,23.54,0,51.6,2,19482.25,25326.93,0
W009171,66.21,1,60.3,3,4545.37,6590.78,0
W009172,49.82,1,39.9,1,1753.09,2016.06,0
W009173,43.31,1,36.1,1,3024.55,3478.23,0
W009174,18.83,0,185.2,5,3912.42,6846.74,0
W009175,32.11,1,81.2,2,5666.83,7366.88,0
W009176,38.46,1,25.8,3,9059.17,13135.79,0
W009177,54.2,1,158.7,2,2041.88,2654.45,0
W009178,24.75,0,48.0,2,1866.52,2426.47,0
W009179,63.57,1,42.5,4,4284.49,6855.19,0
W009180,22.85,0,28.7,3,8849.86,12832.29,0
W009181,55.63,1,49.1,5,6488.45,11354.79,0
W009182,29.74,0,68.1,1,27726.96,31886.01,0
W009183,44.58,1,10.5,4,5157.04,8251.26,0
W009184,0.0,0,77.6,5,9063.91,15861.84,0
W009185,38.01,1,27.5,2,13543.08,17606.0,0
W009186,57.38,1,67.5,2,9359.64,12167.53,0
W009187,7.75,0,39.6,5,10688.5,18704.88,0
W009188,0.37,0,190.3,3,11281.0,16357.45,0
W009189,45.68,1,28.1,3,4052.6,5876.28,0
W009190,18.93,0,40.2,4,1269.32,2030.91,0
W009191,41.37,1,23.3,1,6813.71,7835.77,0
W009192,30.15,1,71.8,1,6915.71,7953.06,0
W009193,48.73,1,76.4,3,4637.96,6725.04,1
W009194,38.81,1,40.1,2,5639.66,7331.56,0
W009195,33.94,1,109.6,4,11161.63,17858.61,0
W009196,47.0,1,124.2,3,2402.6,3483.77,0
W009197,15.31,0,91.7,1,3240.88,3727.01,0
W009198,36.85,1,45.2,3,6784.4,9837.37,0
W009199,21.71,0,46.4,3,3563.83,5167.55,0
W009200,0.0,0,42.6,1,7350.33,8452.88,0
W009201,14.31,0,8.2,5,6611.83,11570.7,0
W009202,40.49,1,46.1,2,3165.83,4115.58,0
W009203,52.14,1,39.1,1,27541.43,31672.64,0
W009204,70.79,1,42.2,1,4525.14,5203.91,0
W009205,39.61,1,34.9,1,29077.33,33438.93,0
W009206,39.8,1,56.3,1,12184.73,14012.44,1
W009207,0.0,0,49.7,3,4412.72,6398.44,0
W009208,26.34,0,110.4,4,3899.87,6239.79,0
W009209,40.45,1,76.4,6,10333.2,19633.08,0
W009210,46.87,1,59.4,2,9712.99,12626.89,0
W009211,34.9,1,43.1,5,4536.04,7938.07,0
W009212,37.23,1,36.1,3,23021.86,33381.69,0
W009213,45.62,1,111.6,2,862.7,1121.51,0
W009214,41.24,1,31.2,3,9091.98,13183.37,1
W009215,22.88,0,89.9,2,14161.1,18409.43,0
W009216,45.27,1,34.2,1,3755.14,4318.41,0
W009217,14.41,0,32.2,2,2419.07,3144.79,0
W009218,20.72,0,68.2,1,4411.72,5073.48,0
W009219,31.77,1,134.5,2,10669.15,13869.9,0
W009220,0.0,0,92.0,4,4290.18,6864.29,0
W009221,70.23,1,143.5,1,6299.11,7243.98,0
W009222,27.9,0,47.7,3,4584.66,6647.76,0
W009223,8.91,0,17.7,3,6020.02,8729.03,0
W009224,19.63,0,58.8,2,17752.95,23078.83,0
W009225,53.6,1,55.7,5,15226.76,26646.82,0
W009226,73.47,1,115.8,1,7046.29,8103.23,0
W009227,22.85,0,41.8,2,8994.2,11692.46,0
W009228,26.75,0,31.7,1,11494.33,13218.48,0
W009229,29.85,0,93.7,3,7370.85,10687.73,0
W009230,21.23,0,39.8,1,5462.94,6282.38,0
W009231,20.54,0,13.6,4,5381.45,8610.32,0
W009232,44.6,1,77.0,2,4321.24,5617.61,0
W009233,30.28,1,64.6,3,4744.25,6879.17,0
W009234,37.17,1,115.5,2,1536.84,1997.89,0
W009235,12.35,0,116.1,2,8672.33,11274.03,0
W009236,27.47,0,73.9,2,24921.38,32397.79,0
W009237,64.17,1,37.1,1,13570.2,15605.73,0
W009238,15.81,0,129.3,1,10790.65,12409.24,0
W009239,38.92,1,148.4,3,46673.17,67676.1,0
W009240,5.06,0,48.9,1,1165.78,1340.65,0
W009241,29.53,0,70.7,3,6836.74,9913.28,0
W009242,55.96,1,62.9,3,18706.51,27124.44,1
W009243,0.0,0,51.0,1,8736.43,10046.9,0
W009244,32.44,1,69.4,2,12338.48,16040.03,1
W009245,45.27,1,40.4,1,1097.37,1261.97,0
W009246,40.84,1,22.8,1,9872.33,11353.18,0
W009247,29.09,0,43.4,1,23383.24,26890.73,0
W009248,27.91,0,42.8,2,5447.06,7081.17,0
W009249,44.27,1,52.4,4,9617.33,15387.72,0
W009250,45.69,1,50.8,1,5454.74,6272.95,0
W009251,30.86,1,76.2,1,33773.15,38839.12,0
W009252,15.05,0,125.4,1,4956.79,5700.3,0
W009253,30.36,1,109.2,3,5965.71,8650.29,0
W009254,33.59,1,150.0,3,13270.82,19242.69,0
W009255,0.0,0,126.8,1,13177.81,15154.48,0
W009256,43.09,1,32.8,6,9488.04,18027.27,0
W009257,43.46,1,88.2,1,12889.94,14823.43,0
W009258,37.25,1,36.3,2,4305.06,5596.58,0
W009259,41.29,1,33.0,5,26288.97,46005.69,1
W009260,48.82,1,61.2,2,6908.65,8981.25,0
W009261,27.55,0,66.9,2,4332.99,5632.88,0
W009262,29.24,0,68.7,5,15797.12,27644.97,0
W009263,23.85,0,29.0,2,3970.69,5161.89,0
W009264,41.07,1,41.3,2,17694.0,23002.2,0
W009265,0.0,0,9.6,2,6742.92,8765.8,0
W009266,53.32,1,17.5,5,6011.78,10520.62,0
W009267,29.74,0,27.7,4,33442.43,53507.9,0
W009268,73.06,1,179.4,2,16112.49,20946.24,0
W009269,8.51,0,42.0,2,12348.34,16052.84,0
W009270,10.93,0,23.9,1,2528.7,2908.0,0
W009271,66.25,1,149.1,2,28709.59,37322.47,0
W009272,41.87,1,40.5,2,16877.48,21940.72,1
W009273,17.45,0,65.9,1,6690.17,7693.69,0
W009274,27.86,0,65.9,3,3632.25,5266.77,0
W009275,73.18,1,37.1,3,6682.37,9689.44,0
W009276,22.93,0,38.6,1,16670.51,19171.08,0
W009277,37.51,1,84.6,1,8534.03,9814.14,0
W009278,23.2,0,66.5,2,6285.68,8171.38,0
W009279,16.52,0,15.9,3,5730.12,8308.67,0
W009280,56.55,1,34.5,4,7212.57,11540.12,0
W009281,40.0,1,52.1,1,2924.68,3363.38,0
W009282,47.28,1,19.1,2,6322.13,8218.77,0
W009283,22.1,0,123.4,1,24925.28,28664.08,0
W009284,53.06,1,40.9,4,3683.78,5894.05,1
W009285,28.58,0,20.8,6,10841.28,20598.44,1
W009286,3.85,0,27.2,5,3206.41,5611.22,0
W009287,33.95,1,32.1,6,25577.69,48597.6,0
W009288,0.0,0,26.2,2,3674.73,4777.16,0
W009289,60.07,1,79.1,2,7190.44,9347.57,0
W009290,15.51,0,62.0,2,11760.43,15288.56,0
W009291,12.89,0,98.5,4,6301.99,10083.19,0
W009292,13.91,0,44.6,4,10908.69,17453.91,0
W009293,9.96,0,51.0,2,3446.65,4480.65,0
W009294,0.0,0,97.1,4,15825.73,25321.17,0
W009295,47.01,1,55.0,2,8208.27,10670.75,0
W009296,47.15,1,33.1,2,19388.85,25205.5,0
W009297,0.15,0,20.1,3,17172.63,24900.32,0
W009298,22.2,0,93.5,3,32683.43,47390.97,0
W009299,27.21,0,156.2,3,29057.63,42133.57,0
W009300,44.48,1,111.3,2,5137.53,6678.79,0
W009301,40.26,1,54.2,2,10602.91,13783.78,0
W009302,19.51,0,12.2,3,17321.75,25116.53,0
W009303,32.61,1,37.6,2,4177.76,5431.09,0
W009304,21.05,0,182.6,4,21073.78,33718.05,0
W009305,39.97,1,10.5,4,35365.65,56585.04,0
W009306,74.89,1,29.3,2,1344.58,1747.95,0
W009307,0.0,0,26.2,3,2668.96,3869.99,0
W009308,29.16,0,19.9,3,20726.42,30053.31,0
W009309,19.65,0,16.4,2,2297.93,2987.31,0
W009310,57.1,1,13.8,4,13439.83,21503.72,0
W009311,36.15,1,45.9,3,41972.91,60860.72,0
W009312,37.58,1,21.2,1,3452.31,3970.16,0
W009313,37.44,1,81.1,2,5215.28,6779.86,0
W009314,47.15,1,76.7,2,6203.66,8064.76,0
W009315,38.32,1,131.5,4,7900.98,12641.56,0
W009316,6.34,0,74.4,2,17122.2,22258.86,0
W009317,3.15,0,96.7,2,7331.29,9530.68,0
W009318,33.16,1,47.7,2,4344.2,5647.46,0
W009319,17.53,0,26.2,2,3069.04,3989.75,0
W009320,48.03,1,18.9,1,2323.41,2671.93,0
W009321,6.02,0,85.4,2,13239.79,17211.73,0
W009322,38.04,1,32.3,5,4943.56,8651.22,1
W009323,20.79,0,81.7,4,17804.46,28487.13,0
W009324,25.1,0,30.9,3,6825.61,9897.13,1
W009325,43.41,1,235.9,3,7993.0,11589.84,0
W009326,11.15,0,25.4,3,3466.56,5026.51,0
W009327,31.19,1,129.4,1,3656.34,4204.79,0
W009328,49.13,1,26.8,3,12019.62,17428.45,0
W009329,22.37,0,195.2,2,6573.69,8545.8,0
W009330,59.5,1,9.0,4,3648.21,5837.13,0
W009331,30.7,1,6.3,1,4722.89,5431.32,0
W009332,20.72,0,90.3,3,8208.28,11902.0,0
W009333,22.74,0,8.1,3,2813.11,4079.01,0
W009334,37.51,1,15.3,3,5795.85,8403.99,0
W009335,20.51,0,28.1,4,12685.35,20296.57,0
W009336,31.37,1,44.2,2,7842.14,10194.78,0
W009337,37.19,1,78.7,5,14715.24,25751.67,0
W009338,24.81,0,86.7,2,4061.86,5280.42,0
W009339,53.97,1,76.2,1,4960.69,5704.8,0
W009340,37.43,1,50.5,1,9776.81,11243.33,0
W009341,63.46,1,87.2,3,3555.21,5155.05,0
W009342,52.89,1,143.5,1,11035.28,12690.57,0
W009343,17.9,0,102.4,5,41271.61,72225.31,0
W009344,36.13,1,38.0,4,8998.04,14396.86,0
W009345,37.07,1,46.3,1,10479.05,12050.91,0
W009346,51.58,1,47.7,3,11351.55,16459.75,0
W009347,26.51,0,62.0,2,4575.5,5948.14,0
W009348,54.9,1,62.2,1,2731.86,3141.63,0
W009349,14.08,0,24.7,1,5816.37,6688.83,0
W009350,22.49,0,119.2,1,18971.43,21817.14,0
W009351,56.4,1,11.2,4,6503.95,10406.32,0
W009352,25.4,0,41.2,1,5932.93,6822.87,0
W009353,19.6,0,50.9,6,5472.26,10397.3,0
W009354,48.53,1,65.0,4,14913.21,23861.13,0
W009355,34.55,1,46.6,5,9233.18,16158.07,0
W009356,44.95,1,64.2,3,5675.06,8228.84,0
W009357,51.21,1,55.8,5,18530.99,32429.23,0
W009358,17.53,0,95.0,3,4784.09,6936.93,0
W009359,42.59,1,67.8,2,3638.88,4730.54,0
W009360,21.61,0,54.2,1,5585.71,6423.56,0
W009361,26.19,0,67.2,1,6731.76,7741.52,0
W009362,37.27,1,59.8,2,2867.75,3728.08,0
W009363,47.62,1,14.2,2,10818.19,14063.65,0
W009364,35.01,1,52.3,2,12839.63,16691.52,0
W009365,44.13,1,41.6,1,10517.49,12095.11,0
W009366,25.65,0,64.5,3,6469.84,9381.26,0
W009367,7.2,0,34.6,6,21284.12,40439.82,0
W009368,45.34,1,174.6,1,12161.9,13986.19,0
W009369,41.87,1,21.4,4,10802.73,17284.36,1
W009370,48.31,1,23.5,5,3352.32,5866.56,0
W009371,0.0,0,55.0,1,3219.79,3702.76,0
W009372,61.28,1,140.4,1,37353.91,42956.99,0
W009373,36.03,1,40.6,2,16706.77,21718.81,0
W009374,18.72,0,52.4,3,19133.81,27744.02,0
W009375,24.61,0,137.1,4,8002.18,12803.49,0
W009376,61.64,1,27.9,3,7944.11,11518.96,0
W009377,27.43,0,26.5,1,8756.31,10069.75,0
W009378,7.79,0,25.3,3,12718.82,18442.29,0
W009379,41.94,1,71.6,4,892.26,1427.62,0
W009380,25.72,0,9.4,2,2669.68,3470.58,0
W009381,8.35,0,119.9,1,11061.64,12720.88,0
W009382,35.81,1,100.7,5,4560.58,7981.02,0
W009383,9.21,0,106.9,1,11941.5,13732.73,0
W009384,16.06,0,99.2,2,5499.84,7149.8,0
W009385,9.85,0,29.5,1,10350.68,11903.28,0
W009386,14.9,0,76.0,3,3630.22,5263.82,0
W009387,55.9,1,131.6,3,25082.26,36369.28,0
W009388,44.8,1,53.7,3,3027.48,4389.85,1
W009389,27.48,0,37.2,3,43689.77,63350.16,0
W009390,45.15,1,90.9,2,2820.82,3667.06,0
W009391,32.95,1,27.7,1,1422.07,1635.38,0
W009392,57.72,1,53.1,4,11032.44,17651.91,0
W009393,48.37,1,20.8,3,15082.22,21869.22,0
W009394,5.01,0,34.0,2,1819.04,2364.76,0
W009395,38.59,1,109.8,3,3582.55,5194.69,0
W009396,35.38,1,12.1,5,5859.9,10254.83,0
W009397,58.91,1,43.4,2,4899.62,6369.5,0
W009398,46.82,1,61.0,1,10617.02,12209.57,0
W009399,38.54,1,158.6,2,5437.37,7068.59,0
W009400,27.75,0,55.4,3,3038.59,4405.96,0
W009401,21.5,0,16.5,1,21835.83,25111.2,0
W009402,1.72,0,7.0,2,7362.48,9571.23,0
W009403,52.74,1,28.1,4,8445.18,13512.29,0
W009404,23.1,0,57.9,1,27787.79,31955.96,0
W009405,30.14,1,34.9,3,9821.26,14240.82,0
W009406,50.17,1,34.5,1,3677.99,4229.69,0
W009407,28.49,0,17.3,2,6524.22,8481.49,0
W009408,10.22,0,66.0,1,14984.78,17232.5,0
W009409,58.55,1,21.5,2,6467.71,8408.03,1
W009410,42.4,1,126.0,3,8066.93,11697.05,0
W009411,19.18,0,116.9,5,5055.1,8846.43,1
W009412,47.71,1,167.8,1,5836.21,6711.64,0
W009413,26.88,0,38.9,3,15404.46,22336.47,0
W009414,22.5,0,70.0,1,6510.3,7486.85,0
W009415,18.72,0,73.3,2,6353.89,8260.06,0
W009416,14.09,0,76.1,2,11377.16,14790.31,0
W009417,11.98,0,44.0,3,5018.46,7276.77,0
W009418,45.42,1,18.6,2,2388.51,3105.06,0
W009419,2.28,0,110.8,2,9191.38,11948.79,0
W009420,31.59,1,48.7,1,6403.95,7364.54,0
W009421,11.47,0,14.3,2,9583.76,12458.89,0
W009422,28.03,0,25.7,1,9496.78,10921.3,0
W009423,34.23,1,26.2,1,2370.51,2726.09,0
W009424,41.99,1,119.3,4,6994.35,11190.97,0
W009425,46.89,1,34.0,6,3663.22,6960.12,0
W009426,32.34,1,50.0,3,5101.67,7397.42,0
W009427,25.66,0,106.5,1,3037.38,3492.99,0
W009428,14.83,0,78.5,4,5428.6,8685.75,0
W009429,30.92,1,45.7,1,6707.22,7713.3,0
W009430,17.13,0,39.1,4,7384.63,11815.42,0
W009431,19.37,0,46.9,1,8921.01,10259.16,0
W009432,27.51,0,31.6,2,7057.17,9174.32,0
W009433,31.72,1,35.4,2,49869.15,64829.89,0
W009434,0.0,0,25.1,3,19215.44,27862.39,0
W009435,55.18,1,14.5,1,60080.04,69092.05,0
W009436,28.32,0,99.3,1,3465.24,3985.03,0
W009437,61.05,1,123.9,1,21721.48,24979.7,0
W009438,5.79,0,98.3,4,2690.32,4304.52,0
W009439,39.94,1,86.1,5,15390.64,26933.62,1
W009440,35.03,1,33.4,1,5964.3,6858.95,0
W009441,42.6,1,216.7,1,5906.62,6792.61,0
W009442,0.0,0,36.3,1,10256.25,11794.68,1
W009443,27.66,0,114.7,4,14970.16,23952.25,0
W009444,24.05,0,77.5,1,4980.91,5728.04,0
W009445,4.75,0,15.4,2,14200.1,18460.13,0
W009446,49.03,1,69.7,1,9978.98,11475.83,0
W009447,35.98,1,79.3,4,4728.51,7565.61,0
W009448,27.82,0,36.0,3,10820.85,15690.23,0
W009449,49.39,1,119.1,3,7365.02,10679.28,0
W009450,6.1,0,32.2,1,32804.6,37725.28,0
W009451,48.79,1,73.8,3,2012.38,2917.95,0
W009452,36.31,1,29.4,4,6184.33,9894.93,0
W009453,33.63,1,85.6,4,22601.6,36162.56,0
W009454,73.9,1,53.2,5,6617.61,11580.82,0
W009455,26.77,0,16.9,4,1241.21,1985.94,0
W009456,46.17,1,109.8,3,3074.8,4458.46,0
W009457,2.6,0,71.1,4,10140.53,16224.85,0
W009458,34.38,1,17.1,4,10210.42,16336.67,0
W009459,43.86,1,86.9,2,5931.82,7711.37,0
W009460,35.43,1,18.3,1,5861.69,6740.94,0
W009461,54.97,1,46.0,3,3835.07,5560.86,0
W009462,51.45,1,23.8,3,979.35,1420.05,0
W009463,18.72,0,43.1,2,5221.05,6787.36,0
W009464,0.0,0,222.0,2,3340.1,4342.12,0
W009465,65.03,1,47.6,3,10506.31,15234.15,0
W009466,40.36,1,49.8,3,6215.3,9012.19,0
W009467,63.29,1,62.7,5,3560.49,6230.86,0
W009468,39.63,1,67.1,3,31288.07,45367.7,0
W009469,40.01,1,20.5,2,10309.93,13402.92,0
W009470,39.31,1,83.8,2,1255.08,1631.6,0
W009471,49.01,1,95.5,4,17384.9,27815.84,0
W009472,9.44,0,22.3,3,6817.3,9885.09,0
W009473,2.18,0,65.2,6,14529.59,27606.23,0
W009474,42.15,1,44.3,4,30775.4,49240.64,0
W009475,0.0,0,16.3,1,2540.94,2922.08,0
W009476,0.0,0,146.7,1,7725.05,8883.81,0
W009477,21.77,0,60.7,6,6935.04,13176.57,0
W009478,57.29,1,30.2,2,14988.36,19484.87,0
W009479,14.26,0,38.1,1,6477.92,7449.61,1
W009480,29.29,0,43.8,3,7049.83,10222.25,0
W009481,32.94,1,42.9,2,10701.16,13911.51,0
W009482,39.77,1,34.5,1,21175.29,24351.59,0
W009483,43.16,1,86.6,2,32500.34,42250.45,0
W009484,21.1,0,76.6,1,1999.76,2299.73,0
W009485,42.03,1,62.0,3,5981.98,8673.86,0
W009486,27.98,0,44.1,1,2610.13,3001.65,1
W009487,18.14,0,87.3,4,4420.65,7073.05,0
W009488,10.31,0,98.9,5,4158.81,7277.92,0
W009489,13.9,0,9.1,5,9928.04,17374.08,0
W009490,28.51,0,133.1,1,14220.75,16353.86,0
W009491,28.15,0,9.2,4,9137.76,14620.41,1
W009492,28.08,0,68.7,1,22659.28,26058.17,0
W009493,39.59,1,63.8,1,7198.82,8278.65,0
W009494,33.12,1,57.4,3,2083.83,3021.55,0
W009495,28.06,0,27.1,1,2989.87,3438.35,0
W009496,8.98,0,16.6,4,8442.23,13507.56,0
W009497,0.0,0,5.5,4,9318.12,14909.0,0
W009498,68.71,1,12.7,2,20388.55,26505.11,0
W009499,12.1,0,30.5,2,3269.71,4250.62,0
W009500,0.0,0,108.0,1,16877.59,19409.23,0
W009501,59.58,1,45.1,2,5291.47,6878.9,0
W009502,53.98,1,114.6,3,4738.57,6870.92,0
W009503,22.07,0,177.0,4,29451.7,47122.71,0
W009504,8.58,0,47.7,4,2695.38,4312.6,0
W009505,29.47,0,50.8,2,3382.32,4397.01,0
W009506,47.66,1,52.5,4,4571.55,7314.48,0
W009507,0.0,0,100.5,1,1761.75,2026.01,0
W009508,15.41,0,4.5,6,6373.54,12109.72,0
W009509,21.77,0,61.8,1,23741.94,27303.23,1
W009510,23.53,0,91.1,3,9016.98,13074.63,0
W009511,30.43,1,94.6,4,10024.54,16039.26,0
W009512,30.85,1,36.1,4,4257.26,6811.62,0
W009513,41.36,1,20.0,1,11317.74,13015.4,0
W009514,64.42,1,104.8,3,4292.11,6223.56,0
W009515,17.19,0,63.7,1,10256.98,11795.53,0
W009516,25.95,0,111.9,1,7200.04,8280.05,0
W009517,39.85,1,57.6,1,4758.68,5472.49,0
W009518,0.0,0,26.1,1,12100.57,13915.66,0
