account_id,region_id,tenure_months,product_count,balance,balance_tier,liquidity_need_score,dd_stability_score,engagement_score,dormancy_streak_months,value_score,value_group,churn_mode
A015197,R02,22.5,2,1502.9,1,34.2,80.2,82.5,0,1953.77,low,none
A015198,R09,61.0,1,3456.01,2,21.4,69.0,36.7,0,3974.41,low,none
A015199,R08,73.8,2,2198.41,1,66.9,52.3,59.1,0,2857.93,low,none
A015200,R08,73.8,1,15923.29,4,48.1,68.5,39.7,0,18311.78,high,none
A015201,R09,14.0,2,12828.67,4,18.7,46.2,75.6,0,16677.27,high,none
A015202,R02,22.0,4,3517.58,2,33.5,41.6,55.0,1,5628.12,high,none
A015203,R02,110.5,1,9871.49,4,87.6,53.9,26.8,0,11352.21,high,none
A015204,R03,109.3,1,3714.06,2,43.6,42.1,76.9,0,4271.17,low,none
A015205,R09,54.6,1,571.66,0,58.7,79.1,53.2,0,657.41,low,none
A015206,R06,67.1,5,3691.22,2,5.6,23.6,42.6,0,6459.64,high,dormant
A015207,R09,24.4,1,1960.57,1,56.5,33.9,29.8,0,2254.65,low,none
A015208,R01,17.3,2,1626.43,1,51.6,27.4,68.1,1,2114.35,low,none
A015209,R09,10.2,5,6861.61,3,9.2,46.2,30.9,0,12007.82,high,none
A015210,R08,17.0,4,35743.55,4,43.4,45.5,81.0,0,57189.68,high,none
A015211,R01,67.0,3,1550.31,1,41.9,55.4,59.9,0,2247.95,low,none
A015212,R00,48.9,3,4728.64,2,48.3,67.8,41.8,0,6856.53,high,none
A015213,R09,58.7,3,3987.68,2,46.2,71.6,24.8,0,5782.14,high,none
A015214,R00,58.0,1,30897.26,4,23.3,34.7,40.2,1,35531.85,high,none
A015215,R02,21.5,1,2247.26,1,65.4,63.9,51.9,0,2584.35,low,none
A015216,R08,69.9,1,23851.43,4,38.4,7.4,92.4,1,27429.14,high,none
A015217,R00,120.2,2,482.3,0,38.7,33.0,25.3,0,626.99,low,none
A015218,R08,21.8,3,1805.49,1,63.6,30.9,51.3,0,2617.96,low,none
A015219,R05,51.6,2,9297.82,4,65.8,49.8,50.2,0,12087.17,high,none
A015220,R03,86.4,1,350.58,0,74.9,39.7,4.6,0,403.16,low,none
A015221,R00,109.1,3,2669.02,1,45.8,35.0,63.5,0,3870.08,low,none
A015222,R04,75.6,2,788.84,0,34.9,28.4,25.5,1,1025.49,low,none
A015223,R00,24.4,4,797.95,0,55.3,28.1,65.6,0,1276.72,low,none
A015224,R03,9.1,5,23974.12,4,75.5,65.6,54.0,2,41954.7,high,none
A015225,R07,41.9,2,10931.44,4,31.7,100.0,41.5,0,14210.87,high,none
A015226,R08,47.2,2,4365.82,2,30.8,46.5,65.9,0,5675.56,high,none
A015227,R02,109.2,2,14644.41,4,42.9,36.2,35.2,0,19037.73,high,none
A015228,R09,39.0,2,6191.97,3,69.9,38.0,96.8,2,8049.56,high,none
A015229,R08,21.2,3,10551.88,4,4.4,81.6,45.0,0,15300.23,high,none
A015230,R02,29.2,3,4976.7,3,73.7,28.2,22.9,0,7216.21,high,dormant
A015231,R08,75.1,2,2345.0,1,34.0,51.7,55.2,2,3048.51,low,none
A015232,R05,54.1,1,1653.49,1,75.3,67.5,70.9,0,1901.51,low,none
A015233,R04,47.6,1,2809.38,2,17.0,55.3,56.9,1,3230.79,low,none
A015234,R09,111.0,3,599.79,0,52.6,50.5,28.5,3,869.7,low,none
A015235,R08,5.4,2,4124.55,2,42.5,53.1,33.0,0,5361.92,high,none
A015236,R07,97.9,3,19303.09,4,47.5,42.6,43.2,0,27989.49,high,none
A015237,R09,1.8,2,1419.73,0,69.8,62.2,48.2,1,1845.64,low,none
A015238,R04,94.4,3,3185.91,2,69.7,51.8,63.2,0,4619.57,low,none
A015239,R05,60.5,2,344.06,0,93.5,71.1,45.8,0,447.28,low,large_withdrawal
A015240,R05,57.8,5,4003.66,2,81.1,59.4,39.1,0,7006.41,high,none
A015241,R00,58.7,2,93312.88,4,77.1,52.0,47.3,1,121306.74,high,none
A015242,R08,94.4,3,4406.35,2,52.1,30.1,79.8,1,6389.2,high,none
A015243,R01,20.5,3,10753.98,4,35.0,44.2,81.7,0,15593.27,high,dd_stop
A015244,R08,80.8,4,2125.0,1,52.8,45.9,52.7,0,3400.0,low,none
A015245,R01,96.3,3,7034.82,3,52.6,60.3,50.6,2,10200.49,high,none
A015246,R00,49.7,2,1834.72,1,74.3,82.6,0.0,2,2385.13,low,none
A015247,R00,32.7,1,4578.23,2,32.5,87.8,79.1,0,5264.96,high,none
A015248,R01,11.3,2,566.1,0,64.0,50.5,40.4,0,735.93,low,none
A015249,R03,254.6,5,12484.52,4,42.2,45.6,85.7,0,21847.91,high,none
A015250,R06,58.5,4,6268.67,3,45.6,10.5,68.4,0,10029.88,high,none
A015251,R05,9.4,2,8010.16,3,53.9,53.8,61.5,0,10413.21,high,none
A015252,R07,23.3,2,2273.76,1,53.9,22.0,31.8,0,2955.88,low,none
A015253,R05,34.4,1,6164.26,3,71.6,36.1,67.1,0,7088.89,high,dd_stop
A015254,R03,97.8,2,18281.43,4,7.8,74.6,73.6,0,23765.86,high,none
A015255,R04,23.3,3,1592.22,1,43.4,42.3,47.6,1,2308.72,low,dd_stop
A015256,R02,33.1,5,8392.84,3,24.0,63.4,79.4,0,14687.47,high,none
A015257,R09,87.2,3,3591.49,2,50.1,42.3,53.3,1,5207.67,high,none
A015258,R07,40.5,1,20187.17,4,72.3,27.2,57.1,0,23215.24,high,none
A015259,R05,56.8,2,1638.22,1,51.9,45.1,61.3,0,2129.69,low,none
A015260,R09,15.8,4,2037.06,1,44.2,45.9,59.8,2,3259.29,low,none
A015261,R02,19.0,4,10705.25,4,46.9,82.1,52.7,0,17128.41,high,none
A015262,R09,21.2,1,3041.69,2,79.6,53.2,29.3,0,3497.95,low,none
A015263,R03,51.2,1,6271.95,3,27.5,64.0,37.9,1,7212.75,high,none
A015264,R00,56.3,2,8401.7,3,46.7,55.4,44.2,1,10922.21,high,none
A015265,R02,60.4,5,4600.75,2,34.0,59.2,48.0,0,8051.31,high,none
A015266,R03,110.7,3,550.93,0,48.5,29.3,19.8,0,798.85,low,none
A015267,R02,32.5,1,7574.88,3,72.6,54.6,45.6,0,8711.12,high,none
A015268,R01,12.9,3,1770.96,1,31.7,19.7,22.3,0,2567.89,low,none
A015269,R02,88.9,3,704.15,0,41.0,42.8,60.5,1,1021.01,low,none
A015270,R03,62.7,2,24612.66,4,22.1,61.6,49.2,0,31996.46,high,none
A015271,R00,84.8,5,13083.85,4,42.7,58.7,58.3,0,22896.73,high,none
A015272,R06,62.5,4,966.79,0,22.7,55.4,68.1,0,1546.86,low,none
A015273,R04,35.3,3,277.77,0,48.0,45.5,52.1,0,402.76,low,none
A015274,R09,35.3,2,2805.44,2,66.1,64.3,59.1,0,3647.07,low,none
A015275,R02,29.6,1,22958.86,4,49.4,34.7,28.5,0,26402.69,high,none
A015276,R02,122.6,1,1235.26,0,36.3,52.4,40.9,0,1420.55,low,dormant
A015277,R09,194.5,4,2230.23,1,48.0,50.5,74.7,0,3568.37,low,none
A015278,R04,78.2,5,1094.57,0,25.8,88.7,61.0,0,1915.5,low,none
A015279,R07,44.4,1,5223.26,3,30.5,63.8,78.6,0,6006.75,high,none
A015280,R09,31.5,1,3244.34,2,46.4,84.2,68.6,0,3730.99,low,none
A015281,R08,70.0,3,1529.68,1,92.6,36.9,24.3,1,2218.03,low,none
A015282,R05,16.0,3,704.27,0,46.8,63.9,56.1,0,1021.19,low,none
A015283,R04,76.4,2,4728.82,2,64.4,95.4,57.6,0,6147.47,high,none
A015284,R01,30.0,2,9372.01,4,46.5,41.8,37.8,1,12183.62,high,none
A015285,R00,2.7,1,1935.96,1,75.6,23.8,53.8,1,2226.35,low,none
A015286,R08,143.0,1,7352.57,3,52.5,37.7,4.3,2,8455.46,high,none
A015287,R01,90.5,1,3379.54,2,52.3,28.4,38.1,1,3886.47,low,none
A015288,R09,14.3,2,33106.7,4,73.8,66.9,33.7,1,43038.71,high,none
A015289,R03,100.7,2,16373.06,4,18.5,100.0,77.9,1,21284.98,high,none
A015290,R08,29.6,6,5862.14,3,70.9,57.4,51.5,0,11138.06,high,none
A015291,R04,99.3,1,3980.18,2,63.8,47.1,63.2,1,4577.21,low,none
A015292,R01,50.7,4,4117.5,2,54.7,50.4,53.2,0,6588.01,high,none
A015293,R03,53.2,1,3674.64,2,58.0,54.5,71.3,1,4225.84,low,none
A015294,R02,56.4,3,3251.86,2,54.0,100.0,56.6,0,4715.2,low,large_withdrawal
A015295,R08,51.0,1,514.09,0,23.8,52.4,43.7,0,591.2,low,none
A015296,R05,22.7,1,24719.74,4,2.2,74.7,62.9,0,28427.7,high,none
A015297,R03,143.3,1,996.08,0,56.5,57.8,82.9,0,1145.49,low,large_withdrawal
A015298,R09,77.8,1,15733.55,4,80.7,52.6,20.1,2,18093.58,high,none
A015299,R00,18.3,2,1063.21,0,52.8,62.4,7.2,0,1382.17,low,none
A015300,R01,33.2,1,2267.32,1,16.3,31.7,75.1,1,2607.41,low,none
A015301,R03,144.4,2,4043.05,2,26.9,71.2,50.5,0,5255.96,high,none
A015302,R04,14.0,2,4070.16,2,48.2,50.9,65.9,1,5291.21,high,dd_stop
A015303,R01,76.0,5,682.66,0,84.8,57.5,22.0,1,1194.66,low,none
A015304,R06,21.3,4,9249.94,4,48.8,54.5,12.1,0,14799.9,high,none
A015305,R09,29.0,1,1950.17,1,55.0,14.1,46.2,0,2242.69,low,none
A015306,R02,50.9,3,6789.49,3,36.4,50.0,23.0,0,9844.77,high,none
A015307,R06,71.3,2,30140.68,4,37.4,43.9,40.6,0,39182.88,high,none
A015308,R09,57.7,2,3503.36,2,28.7,83.6,34.3,1,4554.37,low,none
A015309,R00,19.4,2,4619.83,2,78.1,29.8,44.9,0,6005.79,high,large_withdrawal
A015310,R07,140.4,3,1044.72,0,52.7,45.6,2.0,0,1514.84,low,none
A015311,R00,83.9,1,3781.22,2,60.0,30.4,59.5,0,4348.41,low,none
A015312,R06,115.3,2,979.29,0,18.2,76.1,42.1,0,1273.08,low,none
A015313,R08,49.0,4,2986.45,2,35.6,22.4,25.4,0,4778.32,low,none
A015314,R02,87.9,6,5274.48,3,34.3,56.0,77.2,2,10021.51,high,none
A015315,R08,116.1,1,921.16,0,59.1,64.5,55.7,3,1059.33,low,none
A015316,R02,66.9,2,1334.03,0,33.0,60.1,31.8,0,1734.23,low,none
A015317,R05,65.5,2,7326.45,3,21.7,60.7,74.9,1,9524.39,high,none
A015318,R06,75.0,2,2758.01,2,70.0,66.7,54.4,0,3585.41,low,none
A015319,R03,74.7,2,2769.79,2,36.8,51.7,71.6,0,3600.73,low,none
A015320,R09,68.1,4,16052.06,4,71.5,70.3,11.0,1,25683.29,high,dormant
A015321,R09,95.6,3,1003.94,0,37.4,65.9,71.5,2,1455.72,low,none
A015322,R07,48.3,4,821.8,0,56.1,43.3,67.9,1,1314.88,low,none
A015323,R02,134.0,3,4989.32,3,52.1,52.2,49.9,1,7234.51,high,none
A015324,R01,7.0,5,37808.27,4,46.0,77.9,21.2,0,66164.48,high,none
A015325,R05,86.6,3,6728.83,3,16.3,72.9,43.9,0,9756.8,high,none
A015326,R01,129.0,1,3333.04,2,40.0,75.2,79.8,0,3832.99,low,none
A015327,R00,32.8,3,4931.91,3,57.5,63.2,25.3,0,7151.27,high,none
A015328,R03,39.6,1,2290.34,1,32.4,82.6,44.6,1,2633.89,low,none
A015329,R08,135.8,1,13618.79,4,46.3,93.1,43.3,0,15661.6,high,none
A015330,R00,86.1,5,1435.91,0,59.3,19.7,45.2,1,2512.84,low,dormant
A015331,R09,90.3,5,2506.44,1,54.6,74.4,0.2,1,4386.27,low,dormant
A015332,R01,46.3,1,20155.11,4,60.0,53.4,14.0,0,23178.37,high,dormant
A015333,R05,43.4,2,4141.87,2,50.1,56.1,52.3,0,5384.43,high,none
A015334,R01,46.4,6,8266.12,3,6.9,55.3,66.8,1,15705.63,high,none
A015335,R08,42.6,1,1282.59,0,39.9,53.8,27.7,2,1474.97,low,none
A015336,R08,47.0,5,1733.64,1,17.8,60.5,41.4,0,3033.87,low,none
A015337,R04,80.0,6,3748.32,2,48.2,46.1,71.6,0,7121.81,high,none
A015338,R01,41.4,4,4374.82,2,61.7,47.5,81.4,1,6999.71,high,none
A015339,R06,21.5,4,2551.6,1,72.3,31.1,67.2,1,4082.55,low,none
A015340,R04,124.7,3,751.15,0,65.8,38.2,25.1,1,1089.17,low,none
A015341,R02,32.5,5,5277.51,3,62.2,45.4,19.3,0,9235.65,high,none
A015342,R09,39.6,1,4107.76,2,44.9,43.0,60.4,0,4723.93,low,none
A015343,R04,15.6,1,11294.97,4,52.0,23.3,31.3,0,12989.22,high,dd_stop
A015344,R05,66.1,3,561.71,0,68.6,39.2,78.8,0,814.48,low,none
A015345,R01,31.6,1,1069.92,0,79.5,80.6,41.0,0,1230.41,low,none
A015346,R01,20.8,3,1647.71,1,56.7,21.0,23.9,0,2389.17,low,none
A015347,R05,101.5,3,319.35,0,54.2,53.5,72.7,1,463.05,low,none
A015348,R09,161.0,3,6302.11,3,65.2,41.8,34.9,1,9138.06,high,none
A015349,R01,35.6,1,1835.63,1,68.1,73.1,49.2,1,2110.98,low,none
A015350,R00,86.9,5,1926.86,1,81.5,72.9,16.5,0,3372.01,low,none
A015351,R09,69.7,3,3579.91,2,39.4,55.9,46.1,0,5190.87,high,none
A015352,R06,61.0,2,956.9,0,41.5,49.1,73.1,3,1243.97,low,dd_stop
A015353,R00,19.9,3,2283.41,1,65.0,51.1,52.1,0,3310.94,low,none
A015354,R09,65.2,2,9225.33,4,28.0,32.5,41.5,0,11992.93,high,none
A015355,R01,89.3,4,547.06,0,68.4,92.1,44.4,0,875.3,low,none
A015356,R05,189.9,2,1380.73,0,66.7,76.5,37.6,1,1794.95,low,none
A015357,R02,8.1,2,5341.68,3,35.3,23.7,40.9,0,6944.18,high,none
A015358,R03,86.1,4,25270.4,4,67.5,66.8,77.1,0,40432.64,high,none
A015359,R01,60.9,2,9084.19,3,44.5,55.2,27.9,0,11809.44,high,none
A015360,R06,47.3,6,3949.28,2,56.7,47.5,32.7,1,7503.63,high,dormant
A015361,R09,125.4,2,22555.45,4,77.8,41.1,51.0,0,29322.09,high,none
A015362,R08,35.0,3,1356.49,0,45.2,68.7,42.8,0,1966.91,low,none
A015363,R04,158.8,2,11205.78,4,46.6,57.8,32.9,0,14567.51,high,none
A015364,R04,7.0,2,6401.02,3,69.1,67.6,68.3,0,8321.33,high,dormant
A015365,R06,42.2,6,10062.0,4,75.3,35.7,50.8,0,19117.79,high,none
A015366,R07,102.8,1,34855.71,4,41.5,49.3,39.7,1,40084.06,high,none
A015367,R09,63.3,4,1721.63,1,23.3,69.2,34.3,0,2754.61,low,none
A015368,R02,31.6,4,2509.62,1,88.7,57.3,14.6,2,4015.39,low,large_withdrawal
A015369,R09,36.7,3,3197.36,2,78.1,48.9,68.1,0,4636.17,low,none
A015370,R00,76.7,2,12793.62,4,21.2,39.7,63.2,1,16631.71,high,none
A015371,R00,28.3,2,748.91,0,50.3,62.2,75.4,1,973.58,low,none
A015372,R06,137.9,3,12295.1,4,83.8,89.1,17.8,0,17827.89,high,none
A015373,R04,52.1,5,304.22,0,73.6,43.4,46.3,0,532.39,low,none
A015374,R08,48.5,2,5679.78,3,86.8,58.5,21.8,0,7383.71,high,none
A015375,R00,70.7,5,1139.46,0,42.6,42.4,65.8,2,1994.05,low,none
A015376,R00,15.7,2,2583.9,1,51.9,18.7,47.4,1,3359.08,low,none
A015377,R02,63.5,2,2189.57,1,5.0,36.3,45.4,0,2846.45,low,none
A015378,R00,208.4,2,4628.43,2,64.3,61.3,69.1,0,6016.95,high,none
A015379,R06,51.0,1,4287.87,2,59.3,53.4,92.9,1,4931.06,low,none
A015380,R02,61.9,1,16034.19,4,78.0,66.3,56.5,0,18439.32,high,large_withdrawal
A015381,R01,93.5,4,909.18,0,68.3,33.0,34.2,0,1454.68,low,none
A015382,R05,135.6,6,3850.74,2,68.6,83.0,53.8,0,7316.4,high,none
A015383,R07,63.0,5,4602.05,2,49.9,53.9,69.3,3,8053.58,high,none
A015384,R05,46.7,1,2395.24,1,40.8,53.0,51.0,0,2754.53,low,none
A015385,R07,100.4,2,3859.42,2,51.4,56.4,25.2,0,5017.24,high,none
A015386,R01,28.0,1,2717.47,1,48.0,73.1,84.3,0,3125.09,low,large_withdrawal
A015387,R02,133.3,3,19781.48,4,64.2,40.4,19.8,1,28683.14,high,none
A015388,R07,109.7,1,8465.45,3,34.3,42.8,46.7,0,9735.27,high,none
A015389,R02,98.4,3,6570.55,3,60.7,49.1,76.8,0,9527.29,high,none
A015390,R09,72.9,1,42474.38,4,79.5,31.0,60.2,1,48845.54,high,large_withdrawal
A015391,R08,85.0,3,2966.09,2,40.6,64.3,26.6,0,4300.83,low,none
A015392,R03,85.0,1,8430.3,3,49.4,33.8,50.8,0,9694.85,high,none
A015393,R06,67.7,5,1711.85,1,37.4,31.1,41.5,0,2995.74,low,none
A015394,R06,35.3,1,3424.07,2,35.7,88.6,38.4,0,3937.68,low,none
A015395,R04,86.8,1,2523.7,1,40.4,6.3,61.5,0,2902.26,low,none
A015396,R04,19.5,1,3901.57,2,35.6,33.5,71.8,3,4486.81,low,none
A015397,R02,23.1,1,8218.66,3,54.3,38.9,43.8,0,9451.46,high,large_withdrawal
A015398,R01,138.0,3,3491.26,2,34.5,73.8,32.9,0,5062.33,high,none
A015399,R00,22.7,2,5222.3,3,29.0,94.2,95.9,0,6789.0,high,none
A015400,R02,118.1,2,1782.76,1,70.1,0.0,74.1,0,2317.59,low,none
A015401,R08,21.9,3,1019.51,0,53.1,68.2,50.3,0,1478.28,low,none
A015402,R03,49.0,3,2953.88,2,33.7,43.5,45.5,1,4283.13,low,none
A015403,R09,52.9,3,1569.78,1,54.0,53.6,46.5,0,2276.19,low,dormant
A015404,R09,14.5,2,10964.42,4,82.2,36.0,94.9,0,14253.75,high,none
A015405,R01,79.9,1,4949.75,3,88.9,28.7,69.7,1,5692.21,high,none
A015406,R08,17.0,1,2548.49,1,75.5,36.4,90.1,0,2930.77,low,large_withdrawal
A015407,R09,18.0,1,4302.6,2,77.1,34.4,51.1,1,4947.99,low,none
A015408,R01,16.3,1,3523.37,2,74.9,83.6,32.5,1,4051.88,low,none
A015409,R04,6.8,2,968.65,0,43.2,76.7,30.8,0,1259.24,low,none
A015410,R06,97.1,6,2749.83,1,85.7,28.1,60.4,0,5224.69,high,none
A015411,R07,36.4,2,3039.89,2,55.6,66.4,64.8,0,3951.86,low,none
A015412,R06,43.9,5,8529.46,3,34.8,20.9,68.2,0,14926.56,high,none
A015413,R07,48.5,3,635.12,0,35.4,72.3,59.5,0,920.92,low,none
A015414,R03,37.9,1,2253.52,1,45.2,46.3,32.9,1,2591.55,low,none
A015415,R05,21.1,4,12111.99,4,61.6,45.6,57.4,0,19379.18,high,none
A015416,R02,34.6,3,2474.75,1,55.7,41.2,45.3,0,3588.38,low,none
A015417,R00,48.3,3,9394.94,4,34.0,76.9,83.3,0,13622.66,high,none
A015418,R09,19.9,1,5877.34,3,10.9,41.0,33.6,1,6758.94,high,none
A015419,R04,35.7,1,8720.31,3,90.5,49.1,54.7,0,10028.36,high,none
A015420,R05,106.5,4,2746.48,1,61.2,19.2,61.6,0,4394.37,low,none
A015421,R00,34.4,3,737.42,0,77.6,31.9,42.8,0,1069.26,low,none
A015422,R09,71.3,3,3041.35,2,46.3,60.8,61.9,0,4409.96,low,none
A015423,R05,78.5,4,6354.56,3,43.9,36.7,65.8,0,10167.29,high,none
A015424,R03,11.0,3,12611.75,4,64.5,74.4,30.5,0,18287.04,high,none
A015425,R05,79.8,3,1394.75,0,47.3,52.6,85.6,2,2022.39,low,none
A015426,R07,97.7,5,2537.41,1,46.3,29.0,30.3,0,4440.47,low,none
A015427,R04,73.3,1,2396.78,1,60.1,83.8,54.2,0,2756.29,low,none
A015428,R06,40.4,2,22452.37,4,11.4,43.7,72.9,1,29188.08,high,none
A015429,R03,16.1,1,3144.26,2,72.0,57.1,12.3,0,3615.9,low,none
A015430,R05,75.8,1,5054.74,3,31.2,73.5,63.6,0,5812.95,high,none
A015431,R02,36.0,4,4535.24,2,38.7,26.4,69.0,0,7256.38,high,none
A015432,R08,45.1,3,316.22,0,33.5,46.2,24.5,0,458.52,low,none
A015433,R06,27.2,3,4983.92,3,34.5,44.4,65.4,0,7226.69,high,none
A015434,R01,48.7,1,3121.58,2,44.0,37.9,48.4,1,3589.82,low,dormant
A015435,R06,46.6,2,1138.6,0,63.7,41.9,25.3,0,1480.19,low,none
A015436,R06,22.2,3,38620.7,4,66.9,42.2,29.5,1,56000.01,high,none
A015437,R08,69.1,1,18706.6,4,55.4,58.2,62.5,1,21512.59,high,none
A015438,R01,137.8,1,5113.57,3,55.6,56.8,50.5,0,5880.6,high,none
A015439,R08,102.9,1,4314.48,2,34.4,45.1,44.4,0,4961.65,low,none
A015440,R00,145.3,4,19393.65,4,44.6,45.7,24.2,0,31029.84,high,none
A015441,R07,34.4,3,12574.27,4,67.7,50.0,58.1,1,18232.69,high,none
A015442,R08,24.6,3,2629.93,1,48.0,46.2,74.0,0,3813.39,low,none
A015443,R09,9.3,1,4244.55,2,80.8,54.6,46.5,0,4881.23,low,none
A015444,R00,41.8,2,7458.8,3,22.3,27.2,65.0,0,9696.44,high,none
A015445,R07,46.2,1,1729.6,1,95.2,55.0,38.8,0,1989.03,low,dormant
A015446,R02,53.9,4,60036.23,4,55.3,62.5,47.6,1,96057.97,high,none
A015447,R09,21.3,1,9129.16,3,38.1,29.0,76.8,1,10498.53,high,none
A015448,R07,60.9,1,2231.93,1,41.3,1.7,44.5,0,2566.72,low,none
A015449,R08,51.1,3,564431.65,4,30.5,72.7,65.8,1,818425.89,high,none
A015450,R07,61.7,3,2142.26,1,36.7,96.1,27.7,2,3106.28,low,dormant
A015451,R01,71.2,4,11577.43,4,55.2,59.7,87.9,0,18523.88,high,none
A015452,R07,27.2,4,2160.44,1,65.0,43.5,16.9,0,3456.71,low,none
A015453,R00,55.6,4,2212.1,1,54.8,52.7,34.0,0,3539.36,low,none
A015454,R08,100.9,4,5963.31,3,74.5,13.9,78.7,1,9541.29,high,none
A015455,R00,67.8,1,4257.75,2,23.0,74.8,25.3,1,4896.41,low,none
A015456,R08,52.2,2,3901.25,2,59.9,31.5,70.6,0,5071.62,high,none
A015457,R00,30.3,1,4788.26,2,62.1,24.8,51.6,0,5506.5,high,none
A015458,R01,42.7,2,10301.23,4,69.7,30.4,11.8,0,13391.6,high,none
A015459,R06,15.3,4,14699.87,4,17.9,61.3,83.2,0,23519.79,high,none
A015460,R08,87.9,2,140844.41,4,44.6,58.5,45.1,0,183097.73,high,none
A015461,R07,30.4,2,13414.67,4,40.0,40.8,16.3,2,17439.07,high,none
A015462,R08,24.1,6,2820.23,2,52.3,63.5,34.9,0,5358.44,high,none
A015463,R02,17.4,2,1808.39,1,39.6,42.1,5.5,0,2350.91,low,none
A015464,R01,28.5,1,9929.1,4,45.0,55.0,36.3,1,11418.46,high,dd_stop
A015465,R09,35.5,2,2836.01,2,43.7,63.2,70.5,1,3686.81,low,none
A015466,R01,114.3,2,1576.75,1,29.1,74.4,42.5,0,2049.77,low,none
A015467,R00,29.9,2,912.56,0,46.0,16.6,59.2,1,1186.33,low,none
A015468,R06,131.4,1,2935.67,2,44.8,77.2,84.3,0,3376.02,low,none
A015469,R03,115.1,6,697.92,0,49.1,51.1,29.0,1,1326.05,low,none
A015470,R09,112.3,2,7480.09,3,28.9,51.5,72.9,0,9724.12,high,none
A015471,R00,76.5,3,968.41,0,68.0,15.3,52.3,0,1404.2,low,dormant
A015472,R09,12.1,1,9488.73,4,60.5,11.3,41.0,0,10912.03,high,none
A015473,R08,104.1,2,16327.52,4,80.1,40.5,24.8,0,21225.78,high,none
A015474,R01,13.5,2,3023.21,2,21.4,41.5,66.0,0,3930.17,low,none
A015475,R04,22.1,2,414.79,0,54.2,55.4,7.2,0,539.23,low,none
A015476,R05,35.3,1,27525.08,4,100.0,67.3,24.5,1,31653.84,high,large_withdrawal
A015477,R06,30.8,2,3839.36,2,63.5,50.7,47.3,0,4991.17,high,none
A015478,R01,91.0,1,9280.82,4,51.0,29.0,60.4,2,10672.94,high,none
A015479,R07,83.5,1,909.41,0,32.0,67.0,18.7,1,1045.82,low,none
A015480,R04,47.0,5,20377.29,4,27.7,82.2,35.6,0,35660.25,high,none
A015481,R01,75.7,2,331.21,0,22.7,63.3,51.5,0,430.58,low,none
A015482,R07,57.0,2,697.43,0,56.0,22.3,61.9,0,906.67,low,large_withdrawal
A015483,R07,50.7,2,16686.55,4,39.0,33.3,34.3,1,21692.51,high,none
A015484,R05,38.4,4,1063.82,0,28.8,64.4,33.4,1,1702.11,low,none
A015485,R09,27.3,1,9850.82,4,43.7,29.0,45.3,1,11328.44,high,none
A015486,R01,3.6,5,7226.86,3,57.9,48.0,22.0,1,12647.0,high,none
A015487,R06,89.4,3,8510.89,3,37.6,56.4,60.5,0,12340.8,high,none
A015488,R03,29.2,1,14560.04,4,11.6,54.1,27.6,1,16744.05,high,none
A015489,R00,31.4,4,1129.04,0,34.1,81.5,65.3,2,1806.47,low,none
A015490,R08,27.7,3,25934.75,4,79.1,53.4,74.6,2,37605.39,high,none
A015491,R09,61.8,3,3219.18,2,60.9,78.0,64.1,0,4667.81,low,none
A015492,R02,72.2,2,8597.06,3,43.0,38.2,64.3,0,11176.17,high,none
A015493,R02,32.7,4,28047.81,4,50.1,31.3,57.1,0,44876.5,high,none
A015494,R04,52.1,4,4250.16,2,55.8,55.6,61.7,0,6800.25,high,none
A015495,R02,34.3,1,61859.69,4,52.8,39.3,46.5,0,71138.65,high,none
A015496,R05,89.6,2,402.74,0,66.1,59.8,84.3,0,523.56,low,none
A015497,R06,65.7,2,28496.83,4,79.0,35.0,51.5,3,37045.88,high,none
A015498,R08,7.3,6,2248.47,1,54.5,72.3,37.0,1,4272.1,low,none
A015499,R09,70.4,2,979.24,0,58.8,41.2,77.4,0,1273.01,low,none
A015500,R02,54.7,2,84676.46,4,42.1,48.8,86.9,0,110079.39,high,none
A015501,R03,25.6,1,908.19,0,73.1,80.8,34.6,0,1044.41,low,none
A015502,R00,22.9,3,1250.45,0,75.0,72.8,84.0,0,1813.15,low,none
A015503,R03,82.9,4,11385.82,4,41.1,38.9,46.7,0,18217.31,high,none
A015504,R06,86.5,6,10318.64,4,69.1,61.3,35.2,0,19605.42,high,none
A015505,R06,56.9,3,2884.01,2,83.2,56.8,44.4,0,4181.82,low,none
A015506,R00,33.2,3,938.43,0,65.2,39.2,86.8,0,1360.72,low,none
A015507,R01,26.3,3,2710.58,1,69.6,75.2,46.0,1,3930.34,low,none
A015508,R07,27.2,4,2596.9,1,20.5,69.4,32.7,1,4155.04,low,none
A015509,R09,39.1,2,1032.11,0,61.3,58.3,33.0,1,1341.74,low,none
A015510,R08,99.6,1,2015.64,1,50.5,31.9,44.7,0,2317.98,low,none
A015511,R05,10.7,2,14968.13,4,60.1,11.4,18.1,0,19458.57,high,none
A015512,R07,51.0,3,7632.75,3,13.4,62.6,68.2,0,11067.49,high,none
A015513,R01,39.4,4,8843.91,3,18.4,23.3,66.0,0,14150.25,high,none
A015514,R04,66.5,3,2192.37,1,0.0,87.7,44.7,0,3178.94,low,none
A015515,R08,21.7,3,1274.78,0,53.8,68.8,15.0,1,1848.43,low,none
A015516,R09,43.0,1,23263.56,4,36.9,60.1,54.9,0,26753.1,high,none
A015517,R03,85.3,5,1731.85,1,32.5,31.9,37.5,1,3030.73,low,none
A015518,R06,57.4,1,954.95,0,49.3,29.6,60.0,2,1098.19,low,none
