account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A024177,R08,13404.13,high,dd_stop,0.8199982,0.018703295,0.060698807,0.100599654,none
A031426,R04,4526.09,low,none,0.9134683,0.044538263,0.011862672,0.030130744,none
A015942,R09,4904.92,low,none,0.8674391,0.035550434,0.06926603,0.027744394,none
A038886,R02,7059.48,high,large_withdrawal,0.8416706,0.05056922,0.07865477,0.029105434,none
A035782,R02,25955.21,high,none,0.8201072,0.0032108359,0.060446005,0.11623591,none
A019986,R07,1949.28,low,none,0.72980285,0.025725761,0.0053640944,0.23910725,none
A001320,R06,1455.02,low,dormant,0.93496376,0.018902192,0.024853205,0.021280851,none
A020976,R03,6356.59,high,none,0.87601334,0.015703358,0.011074902,0.09720842,none
A029292,R01,4913.77,low,none,0.87194574,0.031216173,0.06386118,0.032976944,none
A019702,R03,21553.59,high,none,0.91433614,0.04163424,0.028650189,0.0153794,none
A031658,R00,2387.78,low,none,0.7996252,0.047607087,0.059559245,0.093208455,none
A002312,R04,1044.57,low,none,0.8478883,0.038291506,0.08524062,0.028579561,none
A019605,R09,24783.81,high,dormant,0.86624306,0.010170148,0.008534665,0.11505205,none
A036006,R04,5672.22,high,large_withdrawal,0.88838655,0.079786494,0.007028849,0.024798123,none
A036860,R07,25386.71,high,none,0.91829264,0.014790191,0.031874396,0.035042785,none
A005177,R06,13024.45,high,none,0.9010378,0.026822468,0.013927306,0.058212392,none
A024304,R05,5782.03,high,none,0.90614724,0.053445466,0.015463878,0.024943437,none
A019770,R04,14828.18,high,none,0.89297795,0.0043911445,0.07245098,0.030179963,none
A010492,R04,5911.54,high,none,0.9596686,0.00086987327,0.0060925707,0.03336902,none
A026337,R09,4440.22,low,none,0.86884993,0.024214817,0.07551254,0.03142272,none
A003104,R08,5087.35,high,none,0.9201835,0.02791694,0.026607865,0.025291722,none
A010588,R05,5557.17,high,none,0.9368693,0.0037470604,0.02469022,0.0346934,none
A006390,R04,9851.53,high,none,0.9197435,0.030043242,0.026005814,0.024207413,none
A011846,R04,1249.53,low,none,0.8597898,0.029917825,0.0056806416,0.10461171,none
A007966,R02,6442.13,high,none,0.8360936,0.10644726,0.03354946,0.023909668,none
A006207,R08,4611.9,low,large_withdrawal,0.5821814,0.027272958,0.015139099,0.37540656,none
A026907,R00,1099.38,low,none,0.890855,0.018749924,0.0144156115,0.075979434,none
A022606,R07,1360.59,low,none,0.7833275,0.036989402,0.07779511,0.101888,none
A026420,R02,15927.78,high,none,0.9156222,0.011113272,0.04236225,0.03090227,none
A025524,R02,4912.8,low,none,0.88251305,0.02576617,0.06882308,0.022897689,none
A037758,R03,1544.08,low,none,0.884274,0.05000474,0.04150626,0.024214964,none
A024669,R08,14266.05,high,none,0.91740495,0.045752812,0.014266787,0.02257544,none
A024602,R06,10693.27,high,dd_stop,0.9386627,0.012721499,0.019206053,0.029409727,none
A016396,R00,11607.67,high,dormant,0.93856114,0.0140813505,0.021483002,0.025874466,none
A008221,R09,24591.26,high,none,0.87525827,0.061747253,0.030175848,0.032818686,none
A023971,R04,5359.82,high,none,0.8534,0.02345096,0.08733791,0.03581111,none
A033092,R03,987.1,low,dormant,0.933035,0.015664082,0.019498952,0.031801958,none
A029322,R01,9147.28,high,none,0.6272041,0.018555123,0.010851914,0.3433888,none
A004027,R05,14239.43,high,none,0.97122645,0.00086147164,0.0054519014,0.022460159,none
A014977,R05,4330.75,low,none,0.9220632,0.0048574787,0.046202213,0.02687717,none
A019579,R07,7274.63,high,none,0.94146514,0.021256668,0.0041238046,0.033154413,none
A021250,R02,7611.9,high,none,0.9392564,0.029474791,0.008955953,0.02231289,none
A026605,R02,2023.01,low,none,0.7970787,0.061045673,0.08114205,0.060733538,none
A010812,R05,405.64,low,none,0.9359294,0.021101855,0.0039317855,0.039036956,none
A033543,R06,3386.12,low,none,0.9689988,0.00075692707,0.0058369734,0.024407268,none
A017421,R02,1149.81,low,none,0.8066081,0.06934916,0.08969209,0.03435063,none
A030775,R07,984.8,low,dd_stop,0.69222665,0.013919271,0.03601323,0.25784084,none
A018183,R00,20377.09,high,none,0.8693183,0.018170714,0.08123523,0.03127574,none
A019957,R07,6654.42,high,none,0.8975409,0.008975007,0.038475383,0.05500871,none
A026150,R09,84626.71,high,none,0.9041512,0.02068777,0.050589565,0.024571517,none
A039679,R04,8477.83,high,none,0.95300853,0.028301122,0.004526263,0.0141640995,none
A027862,R08,5408.57,high,none,0.91751224,0.063163616,0.0035077222,0.015816446,none
A035929,R08,7511.84,high,none,0.92653644,0.0042817774,0.0032039394,0.065977894,none
A036896,R08,552.4,low,none,0.8961112,0.022265196,0.02437228,0.05725131,none
A038673,R06,2608.1,low,large_withdrawal,0.9119326,0.02480379,0.040799838,0.02246382,none
A031577,R04,7129.67,high,none,0.8975708,0.05715499,0.014462826,0.030811332,none
A020959,R07,19803.53,high,none,0.9590521,0.0012099851,0.013841632,0.025896331,none
A000903,R03,6988.37,high,none,0.8969096,0.010647621,0.06395138,0.028491402,none
A015707,R07,28628.16,high,none,0.9526423,0.0070190267,0.02055489,0.019783795,none
A032832,R09,8745.54,high,none,0.9284298,0.031960323,0.022523206,0.017086739,none
A000517,R08,5650.53,high,none,0.59430337,0.017536473,0.012374974,0.37578523,none
A020888,R07,10489.98,high,none,0.86095256,0.04814882,0.059903517,0.030995075,none
A022214,R08,4118.96,low,none,0.9269836,0.0157289,0.03232041,0.024967127,none
A014515,R07,1550.64,low,none,0.9157421,0.023118163,0.035856955,0.025282726,none
A015973,R03,396.66,low,none,0.9303625,0.011218124,0.0027200144,0.0556994,none
A024640,R03,5967.99,high,none,0.957628,0.016145261,0.0053340704,0.020892609,none
A029355,R08,4775.17,low,none,0.9609866,0.01314224,0.006603756,0.019267319,none
A009632,R08,8707.77,high,none,0.879574,0.039432984,0.060522307,0.020470757,none
A024364,R04,6040.02,high,none,0.8909354,0.04597274,0.03115904,0.03193279,none
A025395,R09,14637.07,high,none,0.9040557,0.009348003,0.029304052,0.057292275,none
A035422,R02,10855.93,high,none,0.85523075,0.034487598,0.0504393,0.059842367,none
A026094,R06,1880.28,low,none,0.94565886,0.0060086865,0.008728508,0.039603893,none
A003340,R08,13963.38,high,none,0.8493753,0.10300734,0.027789835,0.019827534,none
A024092,R07,7156.84,high,none,0.9124605,0.035311002,0.03316929,0.019059204,none
A012155,R09,19458.94,high,none,0.9494434,0.031174708,0.004687413,0.014694479,none
A004312,R04,3647.09,low,none,0.9246437,0.04002329,0.00622647,0.029106582,none
A011710,R04,622.5,low,none,0.76710147,0.0028573163,0.1312279,0.098813355,none
A017092,R00,30986.8,high,none,0.9559859,0.019184265,0.0060506226,0.018779188,none
A003343,R08,2960.83,low,none,0.8346286,0.0049016173,0.058565345,0.10190449,none
A028227,R00,9479.71,high,none,0.95509934,0.004209683,0.013210648,0.027480325,none
A004857,R02,5265.14,high,none,0.9435739,0.009958004,0.008286845,0.038181268,none
A039318,R01,2782.11,low,none,0.8671448,0.03101421,0.0097443275,0.09209662,none
A008736,R02,8199.74,high,none,0.8304582,0.019921347,0.04649044,0.10313003,none
A009031,R01,97988.51,high,none,0.95387495,0.02045825,0.005978141,0.019688638,none
A029037,R00,406.82,low,none,0.9278118,0.023592282,0.016983323,0.031612583,none
A017863,R08,1839.68,low,none,0.95842105,0.0058748345,0.011580858,0.024123222,none
A017719,R05,5548.23,high,none,0.9329025,0.0009108986,0.033585113,0.032601453,none
A023410,R00,7274.0,high,none,0.6376489,0.020825295,0.028522616,0.31300327,none
A017874,R04,19637.49,high,none,0.8357842,0.036707878,0.09158059,0.035927337,none
A022272,R04,3478.31,low,none,0.93212897,0.012970289,0.028169796,0.0267309,none
A032979,R01,200527.64,high,none,0.9528373,0.002544722,0.0062554954,0.038362473,none
A027327,R05,32162.85,high,none,0.92440116,0.02631201,0.015014303,0.034272548,none
A000901,R05,1495.27,low,none,0.9015153,0.014431908,0.058030874,0.026021965,none
A017805,R01,1076.81,low,none,0.8989529,0.059199557,0.014715975,0.027131513,none
A028159,R01,3703.74,low,none,0.7842033,0.0051979194,0.023462947,0.18713582,none
A038836,R00,2411.81,low,none,0.9446737,0.0064680562,0.00806005,0.040798236,none
A027935,R00,3736.96,low,none,0.76070684,0.15968364,0.057327814,0.02228167,none
A023738,R05,21529.39,high,none,0.92963964,0.048134618,0.008148706,0.014077048,none
A006965,R07,5851.03,high,none,0.94212687,0.004600948,0.017301043,0.035971206,none
A029602,R00,520.78,low,none,0.87989163,0.01083711,0.08102765,0.028243572,none
A030990,R08,14652.07,high,none,0.9429361,0.018412547,0.01813712,0.020514188,none
A000175,R04,15652.12,high,none,0.9247536,0.027401293,0.014041421,0.033803746,none
A022174,R07,10289.12,high,none,0.9593179,0.0008371218,0.013821438,0.02602347,none
A011174,R09,12642.36,high,none,0.9111756,0.02998422,0.042915978,0.015924165,none
A037098,R08,25036.25,high,none,0.8091378,0.029740538,0.07411142,0.08701015,none
A033973,R02,7416.26,high,none,0.85936594,0.020858036,0.005528866,0.11424709,none
A020732,R02,9315.17,high,dormant,0.8953088,0.00081978715,0.024883434,0.07898806,none
A022367,R08,587.87,low,none,0.8732249,0.014687681,0.077299684,0.034787744,none
A006997,R02,290232.35,high,none,0.93760717,0.03101752,0.015392491,0.01598283,none
A022303,R02,4871.76,low,none,0.826418,0.07265919,0.077927865,0.022994952,none
A007646,R00,25713.45,high,none,0.83755064,0.04515748,0.03476595,0.08252598,none
A027707,R00,20522.45,high,none,0.9400906,0.033373985,0.004293944,0.022241483,none
A031318,R01,3496.47,low,none,0.94081515,0.015926376,0.01961349,0.023645012,none
A021968,R00,8446.03,high,none,0.8700653,0.018747823,0.04675506,0.06443187,none
A038077,R09,658.11,low,none,0.9568612,0.026448516,0.0027066113,0.013983631,none
A009268,R01,5402.53,high,none,0.90623796,0.04825429,0.023955606,0.0215521,none
A017067,R03,28419.03,high,none,0.9404441,0.012015793,0.021828886,0.025711216,none
A027861,R09,30657.83,high,none,0.93978876,0.009156699,0.016778728,0.03427587,none
A017772,R09,33265.27,high,none,0.95969164,0.017648388,0.003809356,0.018850613,none
A006342,R02,5373.26,high,none,0.90357393,0.00085965835,0.053067107,0.042499296,none
A022670,R00,1330.46,low,none,0.941528,0.032787558,0.0049679144,0.02071651,none
A007497,R03,14645.86,high,none,0.8794333,0.078060284,0.026567671,0.01593873,none
A001327,R04,5722.53,high,none,0.9258139,0.021110702,0.030688992,0.022386435,none
A031573,R00,6168.65,high,none,0.9517311,0.016694862,0.00642765,0.025146483,none
A010334,R01,5514.18,high,none,0.9220931,0.044429395,0.0035417809,0.0299358,none
A004152,R00,31594.03,high,dd_stop,0.9549828,0.0039552688,0.012888812,0.02817318,none
A014061,R04,2478.41,low,none,0.75842845,0.015941856,0.015471139,0.2101585,none
A011009,R03,7556.59,high,none,0.85339594,0.051520597,0.05317589,0.041907605,none
A018623,R02,6560.05,high,none,0.89986014,0.056820024,0.022401255,0.020918593,none
A000076,R05,7382.02,high,none,0.9416668,0.025389584,0.015608195,0.017335448,none
A018037,R03,11457.36,high,none,0.8924043,0.07462588,0.013094857,0.019874867,none
A018983,R01,786.48,low,none,0.95112205,0.011386544,0.0058378163,0.031653672,none
A000221,R01,6788.18,high,none,0.8722876,0.06580444,0.041130636,0.020777341,none
A006396,R07,8852.66,high,none,0.85337865,0.05781209,0.023122383,0.06568688,none
A015944,R00,1782.58,low,dormant,0.8949537,0.008930204,0.009233987,0.08688205,none
A017789,R05,16536.98,high,none,0.8325868,0.042362,0.04385135,0.081199855,none
A001912,R06,5127.17,high,none,0.9313514,0.03160565,0.00850739,0.02853551,none
A018689,R04,10343.78,high,none,0.96187,0.017468834,0.006184079,0.01447702,none
A026798,R04,4095.11,low,none,0.8556039,0.08063214,0.047417298,0.016346725,none
A001387,R03,1244.68,low,none,0.8946007,0.038287576,0.029394362,0.037717417,none
A022659,R07,2963.75,low,none,0.8489149,0.04216098,0.08142363,0.02750049,none
A026546,R04,4123.85,low,none,0.80297196,0.067540094,0.045965068,0.083522886,none
A037274,R00,29189.74,high,none,0.9173473,0.018619444,0.02999964,0.03403362,none
A033087,R03,1037.24,low,none,0.8742041,0.057732433,0.04094231,0.02712113,none
A011851,R04,40943.21,high,none,0.8618033,0.01319924,0.024227299,0.10077019,none
A031060,R08,2507.47,low,none,0.91213995,0.0044961474,0.04635419,0.03700969,none
A034726,R05,7282.85,high,none,0.9403941,0.016350226,0.013842474,0.029413173,none
A031998,R08,4749.07,low,none,0.9368614,0.026637878,0.011410695,0.025090002,none
A002461,R04,6321.32,high,none,0.88589895,0.025266375,0.05801777,0.030816872,none
A038169,R07,18411.29,high,none,0.85183924,0.005099552,0.017321669,0.12573949,none
A032918,R04,5958.13,high,none,0.91716653,0.041994967,0.021607636,0.019230887,none
A011917,R02,1780.17,low,none,0.88405025,0.031175682,0.031767834,0.053006176,none
A036867,R02,3591.07,low,none,0.9464039,0.019622974,0.005216442,0.028756637,none
A010519,R06,14796.26,high,none,0.91879785,0.04931739,0.012849699,0.019035097,none
A013514,R03,7303.67,high,none,0.93599194,0.0415049,0.0063525313,0.016150573,none
A020043,R09,1385.99,low,none,0.8924336,0.007887992,0.049966093,0.049712326,none
A000241,R05,9023.84,high,none,0.9365079,0.018624095,0.027575416,0.017292613,none
A014985,R04,4724.77,low,large_withdrawal,0.9298271,0.039281942,0.0070934636,0.023797499,none
A014231,R07,18818.06,high,none,0.93784666,0.027607694,0.015310574,0.019235015,none
A018383,R00,2069.91,low,none,0.8541028,0.030174408,0.072166756,0.043556016,none
A035604,R00,5612.73,high,none,0.9431304,0.025208564,0.007934035,0.02372707,none
A020698,R04,2463.96,low,none,0.9532584,0.0042101326,0.008544186,0.03398725,none
A002336,R03,5881.71,high,none,0.92744535,0.039108723,0.0050881645,0.028357735,none
A021102,R04,3571.44,low,none,0.8054227,0.055096317,0.10829414,0.031186843,none
A003077,R04,5274.48,high,dormant,0.9250169,0.03209446,0.014941013,0.02794763,none
A012965,R03,7306.75,high,none,0.6781428,0.019119136,0.022092063,0.280646,none
A012096,R02,2132.59,low,none,0.9600605,0.005975528,0.012039742,0.02192425,none
A024164,R02,2733.21,low,none,0.9206466,0.024267051,0.019722164,0.03536415,none
A015958,R07,768.35,low,none,0.834099,0.013828903,0.064558476,0.08751365,none
A031491,R02,10082.02,high,none,0.9548865,0.008444425,0.008791382,0.02787774,none
A021274,R08,1417.18,low,none,0.9262854,0.007294381,0.037269413,0.029150788,none
A018746,R05,4020.15,low,none,0.9432203,0.019658726,0.008667068,0.028453857,none
A023115,R08,449.73,low,none,0.84382534,0.06678185,0.05502015,0.034372676,none
A009699,R08,1598.42,low,none,0.7315797,0.04142006,0.096602604,0.13039754,none
A001687,R05,27016.67,high,none,0.8841863,0.012733642,0.030789578,0.072290495,none
A008988,R05,6233.67,high,none,0.8998703,0.051230073,0.03152409,0.017375564,none
A008130,R00,2748.02,low,none,0.94327193,0.028748943,0.004612739,0.023366367,none
A035044,R08,2391.45,low,none,0.6461462,0.004143165,0.035042256,0.31466836,none
A006444,R00,32053.39,high,large_withdrawal,0.94576424,0.0283054,0.0064210743,0.01950934,none
A001260,R02,22310.67,high,none,0.84219927,0.039073285,0.093624935,0.025102515,none
A022239,R03,4579.35,low,dormant,0.877948,0.011203848,0.029508598,0.0813395,none
A003164,R04,2059.2,low,none,0.8298817,0.01763996,0.035972085,0.11650619,none
A019540,R00,1355.33,low,none,0.9459582,0.0005700749,0.027249182,0.026222562,none
A020801,R05,30422.52,high,none,0.8609267,0.01940933,0.06801387,0.051650092,none
A012605,R03,2466.4,low,none,0.85948634,0.060888868,0.05456046,0.025064364,none
A026590,R07,19743.37,high,none,0.9603052,0.011671331,0.007604207,0.0204192,none
A037295,R09,6501.7,high,none,0.8973737,0.040422194,0.033603825,0.028600305,none
A018423,R08,5688.95,high,none,0.89061755,0.041793577,0.034185965,0.033402927,none
A017855,R08,1618.06,low,none,0.96354806,0.015133228,0.0043269196,0.016991802,none
A032893,R01,2736.86,low,none,0.9211172,0.018878292,0.020936606,0.03906786,none
A024590,R07,16401.05,high,none,0.86852837,0.0102036465,0.03740156,0.083866455,none
A039040,R01,13227.88,high,none,0.8825311,0.04144049,0.052531246,0.023497196,none
A009714,R04,2279.97,low,none,0.9560676,0.014854547,0.0058775246,0.023200328,none
A031962,R00,12280.65,high,none,0.88222194,0.019255323,0.0062958193,0.09222694,none
A039962,R08,16969.24,high,none,0.9578186,0.022141574,0.0040914323,0.015948335,none
A036310,R04,801.94,low,none,0.836419,0.10884455,0.027187638,0.027548887,none
A019291,R01,10067.69,high,none,0.8823421,0.024185672,0.015501202,0.07797106,none
A017555,R09,2658.69,low,dd_stop,0.8118902,0.09795584,0.068574354,0.0215796,none
A022820,R09,4585.56,low,none,0.89165765,0.023601688,0.003986663,0.08075404,none
A018153,R02,1509.25,low,none,0.89251256,0.014669023,0.048710655,0.044107784,none
A003893,R01,15333.56,high,none,0.890384,0.013682018,0.0034804186,0.09245351,none
A015644,R08,25648.1,high,none,0.9290542,0.04485623,0.002927832,0.023161666,none
A004836,R09,8643.7,high,none,0.87808245,0.033149738,0.007799715,0.08096807,none
A013011,R09,1863.94,low,none,0.95693314,0.006589248,0.007929533,0.028548053,none
A036644,R00,163.16,low,none,0.8814007,0.038642265,0.017175544,0.062781475,none
A016524,R07,1554.94,low,none,0.856031,0.049303148,0.0479,0.046765894,none
A024765,R03,18443.61,high,none,0.95223355,0.01947533,0.0045095263,0.02378158,none
A017053,R07,3978.31,low,none,0.8695725,0.037053633,0.06598576,0.027388122,none
A002007,R02,16133.0,high,none,0.9425049,0.03510279,0.0043919543,0.018000418,none
A013232,R04,5370.54,high,none,0.91204154,0.03370535,0.02854595,0.025707114,none
A034113,R06,2323.8,low,dormant,0.63486063,0.009089346,0.013149071,0.34290096,none
A001783,R08,6555.36,high,none,0.83588654,0.0043848413,0.04485532,0.11487326,none
A021640,R05,6325.71,high,none,0.8741321,0.02403908,0.06938082,0.03244798,none
A035691,R01,846.81,low,none,0.8292924,0.029928315,0.029903937,0.11087532,none
A025497,R09,8944.69,high,none,0.9299091,0.04287415,0.007827988,0.019388724,none
A004700,R01,4428.48,low,none,0.7200321,0.112091415,0.052912828,0.11496363,none
A000639,R08,10557.38,high,none,0.86632305,0.0013684285,0.0108913565,0.12141717,none
A019891,R02,12658.19,high,none,0.90205383,0.03451454,0.02658682,0.036844768,none
A036249,R08,2646.64,low,none,0.93269587,0.017386459,0.027229976,0.022687726,none
A022790,R01,6138.82,high,none,0.6567269,0.011317362,0.02434057,0.30761516,none
A005920,R04,10005.48,high,none,0.95220304,0.009705877,0.02112472,0.016966358,none
A014830,R06,2525.96,low,none,0.83284605,0.0876306,0.0134968925,0.06602647,none
A017909,R00,710.97,low,none,0.8669534,0.026285836,0.026214464,0.08054629,none
A037427,R01,2365.39,low,none,0.8376725,0.036757667,0.030627396,0.09494248,none
A024953,R02,7121.32,high,none,0.78871244,0.10229517,0.038192354,0.07080008,none
A022242,R07,10837.88,high,none,0.9340588,0.013435907,0.021203175,0.03130215,none
A028123,R01,21033.89,high,none,0.876619,0.028525965,0.07096239,0.023892676,none
A017934,R07,11462.43,high,none,0.94197655,0.03422084,0.0041978583,0.019604761,none
A011830,R07,15414.86,high,none,0.92636436,0.029907243,0.020503225,0.02322524,none
A019167,R09,4718.24,low,none,0.9395689,0.02242131,0.01314161,0.024868237,none
A024802,R04,1003.87,low,none,0.7771151,0.081267014,0.027461505,0.11415634,none
A025665,R02,14667.74,high,none,0.9068879,0.039042898,0.03242745,0.021641772,none
A019423,R06,2536.72,low,dormant,0.89353305,0.0059300167,0.021200119,0.07933682,none
A013133,R02,3735.56,low,none,0.86853707,0.00064721244,0.018054906,0.1127608,none
A019811,R05,15003.5,high,none,0.92137915,0.024262972,0.030614017,0.023743844,none
A008240,R07,528.17,low,dormant,0.932914,0.037458047,0.016419552,0.01320838,none
A036252,R08,2088.27,low,none,0.84954435,0.0051577957,0.021772498,0.12352536,none
A003740,R04,13362.35,high,none,0.852859,0.0295581,0.013811659,0.103771254,none
A012529,R08,2786.83,low,none,0.8843578,0.009639951,0.066691816,0.039310414,none
A011806,R03,7967.71,high,none,0.9244948,0.0007931069,0.0026835578,0.07202854,none
A031109,R04,675.82,low,none,0.89011467,0.021704225,0.05940074,0.028780367,none
A001543,R07,6754.37,high,none,0.93055105,0.012345463,0.02171246,0.035390962,none
A012861,R07,3194.84,low,large_withdrawal,0.8702187,0.03151908,0.016886756,0.081375435,none
A023814,R07,10352.31,high,none,0.9394448,0.009507167,0.031567354,0.019480688,none
A028053,R03,3471.86,low,none,0.9518539,0.017991224,0.006482885,0.023672014,none
A034995,R01,1559.44,low,dormant,0.8198435,0.008764379,0.060417574,0.110974565,none
A005408,R09,1145.84,low,dormant,0.6106899,0.0074099107,0.06727416,0.3146261,none
A022979,R04,21006.78,high,none,0.952217,0.01211666,0.007920364,0.027745934,none
A007819,R01,11131.85,high,none,0.8270246,0.10816451,0.038729567,0.026081353,none
A031088,R01,6050.09,high,none,0.9151281,0.0018191087,0.05507267,0.02798004,none
A017094,R01,1836.08,low,none,0.88172275,0.06282192,0.030826697,0.024628663,none
A024846,R08,20391.13,high,none,0.9292062,0.01048185,0.019028112,0.041283857,none
A038940,R05,7174.28,high,none,0.82089895,0.11443689,0.04515956,0.01950463,none
A027695,R03,12813.35,high,none,0.84312594,0.05479851,0.078859806,0.023215745,none
A036921,R05,4171.33,low,dormant,0.854612,0.023239747,0.027428884,0.09471935,none
A019431,R08,6241.04,high,none,0.9508988,0.018649334,0.017874673,0.012577189,none
A004964,R04,3643.56,low,none,0.9356721,0.02336376,0.01366542,0.027298719,none
A000787,R04,4917.53,low,none,0.87622267,0.07760036,0.028982284,0.017194716,none
A039013,R00,5336.36,high,none,0.8212779,0.07050792,0.078694835,0.02951936,none
A026278,R00,4120.84,low,none,0.8692088,0.057933286,0.030317059,0.042540845,none
A004480,R03,44649.78,high,none,0.86721116,0.05659846,0.013515096,0.062675275,none
A017224,R09,792.78,low,none,0.8496249,0.010934668,0.01756103,0.12187943,none
A020497,R07,7034.06,high,none,0.8870658,0.05419403,0.033693537,0.025046611,none
A002034,R07,56163.24,high,none,0.91897863,0.01415027,0.044979215,0.021891827,none
A003833,R05,3347.12,low,none,0.97233486,0.0067973323,0.004213415,0.016654426,none
A023462,R05,1941.31,low,dormant,0.8104452,0.09028193,0.051270146,0.048002727,none
A029591,R03,5247.36,high,none,0.9001169,0.03505877,0.035757445,0.029066931,none
A030241,R07,2690.56,low,none,0.84119177,0.092305325,0.047955412,0.018547518,none
A035164,R02,13043.74,high,none,0.8114019,0.026853865,0.055448487,0.10629573,none
A005642,R09,756.42,low,none,0.64349115,0.019258624,0.03244231,0.3048079,none
A019817,R03,11621.39,high,none,0.84228367,0.055378605,0.030148583,0.07218918,none
A020865,R01,809.65,low,none,0.9266599,0.014542045,0.03534337,0.023454662,none
A027609,R02,1074.44,low,none,0.8664506,0.06526643,0.03538777,0.032895207,none
A037047,R03,1701.25,low,none,0.89405113,0.0056623444,0.02073507,0.0795515,none
A038705,R07,2787.27,low,large_withdrawal,0.8609241,0.025226464,0.039035033,0.07481438,none
A020897,R07,11964.61,high,none,0.9428699,0.032399148,0.0038836398,0.020847334,none
A030851,R03,7539.02,high,none,0.897298,0.036486194,0.046746273,0.019469604,none
A035460,R02,4245.97,low,none,0.9174883,0.013906222,0.016219683,0.05238585,none
A019801,R05,9214.18,high,large_withdrawal,0.934651,0.045075566,0.0024337561,0.01783963,none
A020866,R09,3317.99,low,none,0.9144822,0.0135067105,0.04701646,0.024994615,none
A032732,R04,38938.79,high,dormant,0.95367366,0.007121634,0.0030403214,0.03616438,none
A034212,R04,7813.04,high,none,0.8441199,0.019107183,0.03192857,0.10484431,none
A011590,R01,3958.61,low,none,0.9476019,0.0013315768,0.020261727,0.030804774,none
A036354,R04,4576.76,low,none,0.7836126,0.029820528,0.041696228,0.14487068,none
A020099,R04,14393.72,high,none,0.90155405,0.051763933,0.014633645,0.032048345,none
A008854,R09,2856.64,low,none,0.9190968,0.044593282,0.01758911,0.01872077,none
A019747,R02,1426.59,low,none,0.92089194,0.036315657,0.01811394,0.024678536,none
A020061,R00,3371.16,low,none,0.9455565,0.012134142,0.014650248,0.02765905,none
A024380,R04,7865.82,high,none,0.9093399,0.03259513,0.03569941,0.022365594,none
A001044,R01,413.74,low,none,0.9482417,0.004738706,0.018115416,0.0289042,none
A006994,R01,2982.6,low,none,0.83946,0.09676349,0.042702146,0.021074384,none
A026429,R02,969.59,low,none,0.8892565,0.023127727,0.013168611,0.074447155,none
A037902,R08,3035.2,low,none,0.969056,0.000512743,0.01366728,0.016763981,none
A016889,R06,4560.28,low,none,0.85531056,0.039808694,0.059802074,0.04507865,none
A035922,R07,2795.46,low,none,0.7917783,0.016609194,0.008498706,0.18311377,none
A010574,R07,9130.65,high,none,0.9671349,0.015859777,0.0030711526,0.013934154,none
A029101,R06,16329.52,high,none,0.9289818,0.015531559,0.032301053,0.023185557,none
A003029,R08,6331.08,high,none,0.9730747,0.0008728971,0.0056953896,0.020357007,none
A014009,R03,2282.21,low,none,0.9491525,0.017342696,0.008778694,0.024726076,none
A000025,R01,3184.6,low,dd_stop,0.54477626,0.0398509,0.057968516,0.3574043,none
A009175,R01,2594.68,low,none,0.94036937,0.00757382,0.016599035,0.03545781,none
A002301,R02,3425.99,low,none,0.86312985,0.01900209,0.085485615,0.03238239,none
A028359,R06,1609.83,low,none,0.95388156,0.018784877,0.012763042,0.014570563,none
A033006,R00,4678.0,low,none,0.88559246,0.025959833,0.06297265,0.025475075,none
A008257,R01,2137.57,low,dormant,0.67699873,0.028840795,0.018410694,0.27574977,none
A031335,R03,4644.14,low,large_withdrawal,0.8406563,0.09779247,0.03737408,0.024177132,none
A008884,R00,12353.67,high,none,0.73026437,0.02101478,0.013339196,0.23538162,none
A023272,R05,2197.01,low,none,0.90717334,0.01625782,0.053137075,0.023431743,none
A007458,R00,12640.55,high,none,0.93168795,0.049754653,0.0024446577,0.016112737,none
A017631,R02,8855.31,high,none,0.8786899,0.011513132,0.0231791,0.08661788,none
A020037,R06,7614.42,high,none,0.9137774,0.0006204389,0.01319325,0.07240897,none
A024684,R05,4913.6,low,none,0.80963135,0.08374205,0.07804507,0.02858159,none
A023377,R06,9379.53,high,none,0.9664225,0.0027493043,0.0069228923,0.023905307,none
A026024,R05,2467.73,low,none,0.96257144,0.0063564773,0.007982736,0.023089351,none
A030652,R04,70907.51,high,none,0.96049196,0.0044160844,0.008102389,0.026989616,none
A002066,R08,18020.32,high,none,0.8980862,0.03725344,0.00508257,0.059577864,none
A022923,R02,2129.0,low,none,0.93778867,0.029231656,0.0052716364,0.027708048,none
A018191,R05,3095.57,low,dormant,0.64406824,0.0061524324,0.0117248455,0.3380545,none
A015471,R00,1404.2,low,dd_stop,0.9163858,0.014272591,0.039309207,0.030032316,none
A004288,R08,1657.37,low,dd_stop,0.9344304,0.029998885,0.015935304,0.019635404,none
A014802,R01,3190.54,low,none,0.95353544,0.014055074,0.01155607,0.020853402,none
A017542,R03,6481.69,high,none,0.7268357,0.0077146827,0.016888633,0.24856097,none
A028431,R02,3050.02,low,none,0.84611607,0.0046104733,0.046828713,0.10244475,none
A016159,R04,1624.64,low,none,0.79095906,0.034082517,0.0712295,0.103728935,none
A027816,R07,4172.5,low,none,0.9522232,0.0057791257,0.01552677,0.026471,none
A031307,R04,27996.67,high,none,0.8944022,0.03813673,0.036744025,0.030717015,none
A032016,R04,671.47,low,dormant,0.8507602,0.006963288,0.006496799,0.1357797,none
